OBJECTID,pnd_id,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,reg_entiteit,reg_aard,reg_opnamedatum,reg_status,SHAPE_Length,SHAPE_Area
75190,27804,PIEREBEEKSTRAAT,32,,,W,Wilrijk,2610,nvt,woning,2017/12/12 00:00:00+00,opname,105.693851882973,238.639463050487
75191,35987,BREDABAAN,720,,,M,Merksem,2170,gelijkvloers,gebouw,2022/11/22 00:00:00+00,opname,90.5758842318414,287.474532585945
75192,27314,LANGE ELZENSTRAAT,70,,,A,Antwerpen,2018,woning,woning,2019/02/08 00:00:00+00,opname,48.489933021313,109.720533429456
75193,34218,KOORNBLOEMPLEIN,11,,,W,Wilrijk,2610,volledig pand,woning,2021/10/07 00:00:00+00,opname,125.449038815259,422.51111734479
75194,45050,JAN VAN GENTSTRAAT,5,,,A,Antwerpen,2000,gelijkvloers,gebouw,2025/06/02 00:00:00+00,opname,278.112535530633,3981.22366522941
75195,46186,JAN VAN GENTSTRAAT,9,,,A,Antwerpen,2000,gelijkvloers,gebouw,2025/06/10 00:00:00+00,opname,278.112535530633,3981.22366522941
75196,31645,CARNOTSTRAAT,152,154,,A,Antwerpen,2060,gelijkvloers,gebouw,2020/02/12 00:00:00+00,opname,46.0262706287952,123.929356258741
75197,40819,AUGUST VAN PUTLEI,151,,,K,Borsbeek,2150,volledig pand,woning,2023/02/28 00:00:00+00,aanvraagschrapping,79.1257277296537,205.915890794372
75198,40815,WENIGERSTRAAT,19,,1,K,Borsbeek,2150,A1,woning,2024/04/29 00:00:00+00,opname,95.7565879550454,433.171169712302
75199,38988,KAPELSTRAAT,180,,,H,Hoboken,2660,woning 1,woning,2024/04/26 00:00:00+00,opname,129.248868150559,759.803384262546
75200,38989,KAPELSTRAAT,180,,,H,Hoboken,2660,woning 2,woning,2024/04/26 00:00:00+00,opname,129.248868150559,759.803384262546
75201,40809,KAREL SOETELAAN,25,,1,K,Borsbeek,2150,1ste verdieping,woning,2024/04/29 00:00:00+00,opname,73.7376399833852,210.424510017159
75202,40810,KAREL SOETELAAN,25,,2,K,Borsbeek,2150,2de verdieping,woning,2024/04/29 00:00:00+00,opname,73.7376399833852,210.424510017159
75203,40818,KAREL SOETELAAN,25,,,K,Borsbeek,2150,gelijkvloers,gebouw,2024/04/29 00:00:00+00,opname,73.7376399833852,210.424510017159
75204,23842,BREDERODESTRAAT,174,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2015/11/02 00:00:00+00,opname,53.549612107741,173.498029763944
75205,35871,HEISTRAAT,67,,,W,Wilrijk,2610,gelijkvloers,gebouw,2022/10/03 00:00:00+00,opname,172.816477205309,1353.06676435883
75206,40798,BOECHOUTSESTEENWEG,3,,,K,Borsbeek,2150,volledig pand,woning,2024/04/09 00:00:00+00,opname,138.178545309894,763.654266545295
75207,39181,VAN BREESTRAAT,22,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/06/03 00:00:00+00,opname,86.6581061811434,420.239178751769
75208,35233,ANTWERPSESTEENWEG,106,,,H,Hoboken,2660,gelijkvloers,gebouw,2022/05/03 00:00:00+00,opname,122.272343396705,508.693054057888
75209,27143,TURNHOUTSEBAAN,70,,,T,Borgerhout,2140,handelsglv+1ste+2de,gebouw,2017/03/31 00:00:00+00,opname,135.005070116399,487.964115085814
75210,32801,KERKHOFWEG,116,,,D,Deurne,2100,volledig pand,gebouw,2021/01/14 00:00:00+00,opname,92.0801301394706,302.616073078293
75211,26140,ZUIDHAVENDIJK,2,,,Z,Bezali,2040,nvt,woning,2019/05/08 00:00:00+00,opname,208.353133151007,2168.01621612271
75212,38083,BERVOETSTRAAT,6,,,A,Antwerpen,2000,1E VERDIEPING,woning,2025/07/29 00:00:00+00,opname,41.6545076734328,89.6462216348432
75213,37976,BREDABAAN,723,,,M,Merksem,2170,volledig pand,woning,2024/01/31 00:00:00+00,opname,51.9395419851354,81.6130311055656
75214,38925,NIEUWDREEF,29,,,M,Merksem,2170,1ste verdieping,woning,2024/04/26 00:00:00+00,opname,49.1802850595905,125.062742502296
75215,30916,VESTINGSTRAAT,59,63,,A,Antwerpen,2018,winkel 3,gebouw,2019/09/09 00:00:00+00,opname,84.9519740295837,390.577964291431
75216,35592,OUDEDONKLAAN,29,,,D,Deurne,2100,volledig pand,woning,2022/07/26 00:00:00+00,opname,66.568405825117,150.244209940084
75217,35210,STERCKSHOFLEI,25,,,D,Deurne,2100,volledig pand,woning,2022/04/27 00:00:00+00,opname,85.353896532449,215.335454010201
75218,48216,ZIRKSTRAAT,8,,,A,Antwerpen,2000,volledig pand,gebouw,2025/09/09 00:00:00+00,opname,39.1426357277225,75.8248866852644
75219,39725,AUGUST VERMEYLENLAAN,23,,,A,Antwerpen,2050,3e verdieping H,woning,2025/03/13 00:00:00+00,opname,465.188579288091,10344.1979137428
75220,35975,VAN SCHOONHOVENSTRAAT,22,,,A,Antwerpen,2060,gelijkvloers,gebouw,2022/11/17 00:00:00+00,opname,56.6044196611126,110.843063288447
75221,34254,COCKERILLKAAI,12,14,,A,Antwerpen,2000,gelijkvloers,gebouw,2021/10/22 00:00:00+00,opname,266.127887643373,3727.33240841506
75222,46183,ALOÏS DE LAETSTRAAT,13,,,A,Antwerpen,2020,volledig pand,woning,2025/06/12 00:00:00+00,opname,52.1841992057426,135.034302125925
75223,29595,SINT-PAULUSPLAATS,15,,,A,Antwerpen,2000,woning 2,woning,2018/11/26 00:00:00+00,opname,31.1285731990522,46.623056845717
75224,32463,HOVENIERSSTRAAT,19,,,A,Antwerpen,2018,gelijkvloers,gebouw,2020/09/02 00:00:00+00,opname,73.9146714000383,200.801894522146
75225,32464,HOVENIERSSTRAAT,19,,,A,Antwerpen,2018,7de verdieping BU/A,gebouw,2020/09/03 00:00:00+00,opname,73.9146714000383,200.801894522146
75226,26086,DRUIVENSTRAAT,15,,,W,Wilrijk,2610,nvt,woning,2016/09/09 00:00:00+00,aanvraagschrapping,119.294062444011,343.264862175903
75227,36693,GREINSTRAAT,59,,,A,Antwerpen,2060,1e verdieping,woning,2023/07/13 00:00:00+00,opname,39.7572229253831,75.6363618364787
75228,36694,GREINSTRAAT,59,,,A,Antwerpen,2060,2e verdieping,woning,2023/07/13 00:00:00+00,opname,39.7572229253831,75.6363618364787
75229,36591,WINDMOLENSTRAAT,127,,,H,Hoboken,2660,volledig pand,woning,2023/07/18 00:00:00+00,aanvraagschrapping,79.1776284755921,164.72492770524
75230,33096,DOORNSTRAAT,181,,,W,Wilrijk,2610,volledig pand,woning,2021/04/07 00:00:00+00,opname,84.2286060016036,182.51973490295
75231,19269,REYNDERSSTRAAT,49,,,A,Antwerpen,2000,woning 1,woning,2020/02/13 00:00:00+00,opname,30.9444592670373,39.1712499556185
75232,31660,REYNDERSSTRAAT,49,,,A,Antwerpen,2000,woning 2,woning,2020/02/13 00:00:00+00,opname,30.9444592670373,39.1712499556185
75233,31661,REYNDERSSTRAAT,49,,,A,Antwerpen,2000,woning 3,woning,2020/02/13 00:00:00+00,opname,30.9444592670373,39.1712499556185
75234,22411,PLANTIN EN MORETUSLEI,159,161,,T,Borgerhout,2140,Handelsgelijkvloers,gebouw,2014/08/25 00:00:00+00,opname,83.4340504113937,418.614305319596
75235,22412,PLANTIN EN MORETUSLEI,159,161,,T,Borgerhout,2140,Verdieping 1,woning,2014/08/25 00:00:00+00,opname,83.4340504113937,418.614305319596
75236,30026,PLANTIN EN MORETUSLEI,159,161,,T,Borgerhout,2140,verdieping 2,woning,2019/03/25 00:00:00+00,opname,83.4340504113937,418.614305319596
75237,35675,PLANTIN EN MORETUSLEI,81,,,A,Antwerpen,2018,volledig pand,woning,2023/09/14 00:00:00+00,opname,48.9189258414166,110.688916294083
75238,35152,KORTRIJKSTRAAT,92,,,T,Borgerhout,2140,volledig pand,woning,2022/04/12 00:00:00+00,opname,22.5776675083708,30.4666083804551
75239,42026,DIJLESTRAAT,15,,,A,Antwerpen,2060,Huis,woning,2025/03/13 00:00:00+00,opname,46.2384608554087,88.1735811886853
75240,35223,PAARDENMARKT,15,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/05/02 00:00:00+00,opname,61.3634421402914,114.972004932226
75241,35224,PAARDENMARKT,15,,101,A,Antwerpen,2000,1ste verdieping,woning,2022/05/02 00:00:00+00,opname,61.3634421402914,114.972004932226
75242,35225,PAARDENMARKT,15,,201,A,Antwerpen,2000,2de verdieping,woning,2022/05/02 00:00:00+00,opname,61.3634421402914,114.972004932226
75243,30239,MARKGRAVELEI,129,,,A,Antwerpen,2018,ééngezinswoning,woning,2019/05/03 00:00:00+00,opname,66.2383017737258,164.625577813934
75244,36335,BREDASTRAAT,38,,,A,Antwerpen,2060,1ste verdieping,woning,2023/05/15 00:00:00+00,opname,49.5435323318298,144.153112024391
75245,36336,BREDASTRAAT,38,,,A,Antwerpen,2060,gelijkvloers,woning,2023/05/15 00:00:00+00,aanvraagschrapping,49.5435323318298,144.153112024391
75246,36337,BREDASTRAAT,38,,,A,Antwerpen,2060,2de verdieping,woning,2023/05/15 00:00:00+00,aanvraagschrapping,49.5435323318298,144.153112024391
75247,39608,JOZEF STORMSSTRAAT,34,,,H,Hoboken,2660,volledig pand,woning,2024/07/03 00:00:00+00,opname,286.630555794625,2454.88373561648
75248,39609,JOZEF STORMSSTRAAT,36,,,H,Hoboken,2660,volledig pand,woning,2024/07/03 00:00:00+00,opname,286.630555794625,2454.88373561648
75249,33284,JAN OLIESLAGERSSTRAAT,7,,,D,Deurne,2100,volledig pand,woning,2021/11/16 00:00:00+00,opname,63.7613343101936,141.913431844616
75250,23220,GIJZELAARSSTRAAT,66,,,A,Antwerpen,2000,GLV + verdieping 1+2,woning,2015/04/08 00:00:00+00,aanvraagschrapping,45.5034483980897,90.0336149084261
75251,32166,BELGIËLEI,7,,101,A,Antwerpen,2018,1E VERDIEPING LINKS,woning,2022/06/22 00:00:00+00,opname,131.606638006451,857.295562085754
75252,32167,BELGIËLEI,7,,201,A,Antwerpen,2018,2E VERDIEPING LINKS,woning,2022/06/22 00:00:00+00,opname,131.606638006451,857.295562085754
75253,32887,BELGIËLEI,7,,601,A,Antwerpen,2018,6e verdieping links,woning,2021/05/04 00:00:00+00,opname,131.606638006451,857.295562085754
75254,32888,BELGIËLEI,7,,602,A,Antwerpen,2018,6e verdieping rechts,woning,2021/05/04 00:00:00+00,opname,131.606638006451,857.295562085754
75255,40708,QUELLINSTRAAT,52,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/12/02 00:00:00+00,opname,86.7923724745453,253.366730333599
75256,40709,QUELLINSTRAAT,52,,,A,Antwerpen,2018,1ste+2de verdieping,woning,2024/12/02 00:00:00+00,opname,86.7923724745453,253.366730333599
75257,30098,LANGE HERENTALSESTRAAT,16,,,A,Antwerpen,2018,gebouw,gebouw,2019/04/09 00:00:00+00,opname,63.6304356396733,145.302043977806
75258,23104,MARNIXSTRAAT,41,,,A,Antwerpen,2060,Appartement 1,woning,2015/03/04 00:00:00+00,opname,44.1607845830258,96.5789310055431
75259,51195,COGELSPLEIN,36,,,D,Deurne,2100,volledig pand,woning,2025/12/02 00:00:00+00,opname,43.7406703326077,85.03231401292
75260,21842,WOLSTRAAT,9,,,A,Antwerpen,2000,nvt,woning,2014/05/22 00:00:00+00,opname,51.4723313249116,128.607376777811
75261,35627,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,gelijkvloers,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264
75262,35628,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,1ste verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264
75263,35629,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,2de verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264
75264,35631,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,3de verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264
75265,35632,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,4de verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264
75266,40719,ZWARTELEEUWSTRAAT,44,,,T,Borgerhout,2140,volledig pand,woning,2024/12/02 00:00:00+00,opname,34.6873196616504,58.0476204762429
75267,46379,HAACHTSTRAAT,23,,,R,Berchem,2600,volledig pand,woning,2025/06/17 00:00:00+00,opname,88.2360209847415,316.612850954802
75268,43451,BISSCHOPPENHOFLAAN,21,,,D,Deurne,2100,Volledig pand,gebouw,2025/04/23 00:00:00+00,opname,83.068445674607,254.658803798353
75269,35535,DAMHERTENLAAN,53,,,W,Wilrijk,2610,huis,woning,2024/10/24 00:00:00+00,aanvraagschrapping,87.4565731320504,225.288560935929
75270,34001,KORAALPLAATS,30,,,D,Deurne,2100,1ste+2de verdieping,woning,2021/08/10 00:00:00+00,aanvraagschrapping,93.8459294085273,198.064977487213
75271,34000,TURNHOUTSEBAAN,54,,,D,Deurne,2100,gelijkvloers,gebouw,2021/08/10 00:00:00+00,aanvraagschrapping,93.8459294085273,198.064977487213
75272,38022,WILLY STAESLEI,61,,,E,Ekeren,2180,volledig pand,woning,2024/02/05 00:00:00+00,opname,65.4197090836293,180.635909901085
75273,31224,BISSCHOPPENHOFLAAN,120,,2,D,Deurne,2100,gelijkvloers links,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703
75274,33988,BISSCHOPPENHOFLAAN,120,,1,D,Deurne,2100,gelijkvloers rechts,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703
75275,33989,BISSCHOPPENHOFLAAN,120,,102,D,Deurne,2100,1ste verdieping links,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703
75276,33990,BISSCHOPPENHOFLAAN,120,,101,D,Deurne,2100,1ste verdieping rechts,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703
75277,33991,BISSCHOPPENHOFLAAN,120,,202,D,Deurne,2100,2de verdieping links,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703
75278,33992,BISSCHOPPENHOFLAAN,120,,201,D,Deurne,2100,2de verdieping rechts,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703
75279,33993,BISSCHOPPENHOFLAAN,120,,302,D,Deurne,2100,3de verdieping links,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703
75280,33994,BISSCHOPPENHOFLAAN,120,,301,D,Deurne,2100,3de verdieping rechts,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703
75281,27057,BELGIËLEI,85,,,A,Antwerpen,2018,gelijkvloers,gebouw,2019/02/27 00:00:00+00,aanvraagschrapping,68.2144804588922,119.492822132366
75282,28152,VAN CAMPENHOUTSTRAAT,51,,,R,Berchem,2600,nvt,gebouw,2017/12/20 00:00:00+00,opname,41.8476422948845,111.618756116902
75283,28735,MINDERBROEDERSRUI,41,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2018/05/23 00:00:00+00,opname,105.568861321677,433.968953430435
75284,32327,MINDERBROEDERSRUI,41,,101,A,Antwerpen,2000,1ste verdieping,woning,2020/07/24 00:00:00+00,opname,105.568861321677,433.968953430435
75285,32328,MINDERBROEDERSRUI,41,,201,A,Antwerpen,2000,2de verdieping,woning,2020/07/24 00:00:00+00,opname,105.568861321677,433.968953430435
75286,32329,MINDERBROEDERSRUI,41,,202,A,Antwerpen,2000,2de verdieping,woning,2020/07/24 00:00:00+00,opname,105.568861321677,433.968953430435
75287,35302,MONTIGNYSTRAAT,143,,,A,Antwerpen,2018,volledig pand,woning,2022/05/18 00:00:00+00,opname,45.156331732725,89.1041457936248
75288,22221,WAALSEKAAI,56,,,A,Antwerpen,2000,Handelsgelijkvloers,gebouw,2014/08/04 00:00:00+00,opname,50.8652843064867,106.964872735159
75289,28405,WAALSEKAAI,56,,,A,Antwerpen,2000,woning 1,woning,2018/03/12 00:00:00+00,opname,50.8652843064867,106.964872735159
75290,28406,WAALSEKAAI,56,,,A,Antwerpen,2000,woning 2,woning,2018/03/12 00:00:00+00,opname,50.8652843064867,106.964872735159
75291,43384,CONSTANTIA TEICHMANNPLAATS,13,,,A,Antwerpen,2018,Volledig pand,woning,2025/05/20 00:00:00+00,opname,42.7445043912037,76.4110738437906
75292,35296,OMWENTELINGSTRAAT,1,,,Z,Bezali,2040,gelijkvloers + 1ste verdieping,gebouw,2022/05/16 00:00:00+00,opname,64.9363245933436,174.269413544021
75293,46220,MECHELSESTEENWEG,13,,,A,Antwerpen,2018,gelijkvloers,gebouw,2025/06/12 00:00:00+00,opname,98.002192921782,253.548221371054
75294,35305,GAGELVELDENSTRAAT,42,,,M,Merksem,2170,volledig pand,woning,2022/05/19 00:00:00+00,opname,97.995138192033,244.363109140455
75295,29991,GRAVINSTRAAT,44,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2019/03/19 00:00:00+00,opname,61.4977642856132,195.492567873513
75296,34045,KLAVERSTRAAT,16,,,M,Merksem,2170,volledig pand,woning,2021/08/17 00:00:00+00,aanvraagschrapping,70.2379810439864,239.322034787843
75297,33474,HARINGRODESTRAAT,44,,,A,Antwerpen,2018,2de verdieping,woning,2021/05/21 00:00:00+00,opname,60.2995344879552,155.694668032231
75298,35912,VAN STRALENSTRAAT,8,,,A,Antwerpen,2060,gelijkvloers,gebouw,2022/10/14 00:00:00+00,opname,95.7342061781089,228.330614864352
75299,29474,CARRETTESTRAAT,14,,,M,Merksem,2170,kantoor gelijkvloers,gebouw,2018/11/07 00:00:00+00,aanvraagschrapping,65.1913545506263,221.039326945891
75300,21496,ELZASWEG,2,,,A,Antwerpen,2030,nvt,woning,2014/03/18 00:00:00+00,opname,73.5873511477637,181.851966355534
75301,26017,AMBTMANSTRAAT,5,,,A,Antwerpen,2000,nvt,woning,2016/06/13 00:00:00+00,opname,44.339500119556,107.265011948104
75302,28583,LAKBORSLEI,65,,,D,Deurne,2100,nvt,gebouw,2018/04/20 00:00:00+00,opname,116.703909510354,373.9368656009
75303,20615,PLANTIN EN MORETUSLEI,131,,,T,Borgerhout,2140,Gelijkvloers,woning,2014/02/10 00:00:00+00,opname,61.2431760686834,209.863256651461
75304,30058,DAMBRUGGESTRAAT,62,,,A,Antwerpen,2060,nvt,woning,2019/09/13 00:00:00+00,opname,54.3685022161276,116.302974252924
75305,32416,STATIESTRAAT,101,,,R,Berchem,2600,1ste+2de verdieping,woning,2020/08/13 00:00:00+00,aanvraagschrapping,39.6095385901293,73.7960462482347
75306,40747,KERNENERGIESTRAAT,79,,,W,Wilrijk,2610,volledig pand,woning,2024/12/16 00:00:00+00,opname,130.754013281694,1064.64580570644
75307,38544,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,1e verdieping links,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487
75308,38545,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,2e verdieping links,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487
75309,38547,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,3e verdieping rechts,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487
75310,40955,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,3e verdieping links,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487
75311,40956,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,1e verdieping rechts,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487
75312,40957,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,4e verdieping,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487
75313,28914,FRANKRIJKLEI,92,,,A,Antwerpen,2000,gelijkvloers gebouw,gebouw,2019/06/13 00:00:00+00,opname,130.085542478876,986.599465842391
75314,40771,TURNHOUTSEBAAN,233,1,,D,Deurne,2100,gelijkvloers links,woning,2025/01/06 00:00:00+00,aanvraagschrapping,103.617262120887,535.006009279103
75315,38174,OUDESTRAAT,120,,,H,Hoboken,2660,volledig pand,gebouw,2024/02/19 00:00:00+00,opname,89.0246649082248,334.487444487764
75316,39560,BELPAIRESTRAAT,77,,,R,Berchem,2600,volledig pand,woning,2024/06/17 00:00:00+00,opname,36.4809515621413,71.4747025908647
75317,36743,VAN EYCKLEI,54,,,A,Antwerpen,2018,gelijkvloers,gebouw,2023/11/07 00:00:00+00,opname,48.9843562376094,110.710596780554
75318,36692,DIJLESTRAAT,32,,,A,Antwerpen,2060,volledig pand,woning,2023/08/23 00:00:00+00,opname,51.3524673030609,98.9020694377949
75319,29051,GROENENBORGERLAAN,67,,,W,Wilrijk,2610,nvt,woning,2019/02/07 00:00:00+00,opname,62.4144913226831,168.950435414905
75320,28401,BREDABAAN,624,,,M,Merksem,2170,nvt,gebouw,2018/03/12 00:00:00+00,opname,98.4707389005986,224.921756994076
75321,31900,ANTWERPSESTEENWEG,95,,,H,Hoboken,2660,volledig pand,woning,2020/10/09 00:00:00+00,opname,89.4784254970903,238.891842589603
75322,40160,JUSTITIESTRAAT,59,20,,A,Antwerpen,2018,A6/C,woning,2024/09/11 00:00:00+00,opname,76.3261903532217,327.984308010814
75323,22072,KORTE BREMSTRAAT,20,,,M,Merksem,2170,nvt,woning,2014/06/23 00:00:00+00,opname,77.897775571014,164.612249039301
75324,35783,FALCONRUI,56,,,A,Antwerpen,2000,volledig pand,woning,2022/09/07 00:00:00+00,opname,20.5122007994954,25.0501091621321
75325,32032,ONZE-LIEVE-VROUWSTRAAT,58,,,E,Ekeren,2180,gezinswoning,woning,2020/07/13 00:00:00+00,opname,116.167009250915,394.168001787098
75326,23494,ISABELLA BRANTSTRAAT,48,,,A,Antwerpen,2018,nvt,woning,2015/07/14 00:00:00+00,opname,68.2960092440642,158.065821240689
75327,39425,SCHRIJNWERKERSSTRAAT,11,,,A,Antwerpen,2000,volledig pand,gebouw,2024/06/10 00:00:00+00,opname,26.1441830362984,38.4583652449289
75328,27280,LANGE LOBROEKSTRAAT,139,,,A,Antwerpen,2060,nvt,woning,2017/05/04 00:00:00+00,opname,26.0890369725487,41.2258682980719
75329,44619,BERKENLAAN,7,,,W,Wilrijk,2610,Volledig pand,woning,2025/09/16 00:00:00+00,opname,160.362902726058,1343.75392579713
75330,22213,KERKSTRAAT,84,,,A,Antwerpen,2060,nvt,gebouw,2014/08/06 00:00:00+00,opname,38.2218292722369,69.2955081311039
75331,29136,SOMERSSTRAAT,12,,,A,Antwerpen,2018,achterliggend fabriek,gebouw,2020/06/24 00:00:00+00,opname,109.002221489567,260.200206317851
75332,39113,VELTWIJCKLAAN,2,,,E,Ekeren,2180,volledig pand,gebouw,2024/05/14 00:00:00+00,opname,65.5627982208084,148.289546156969
75333,39696,AUGUST VERMEYLENLAAN,3,,35,A,Antwerpen,2050,A6/K,woning,2025/02/25 00:00:00+00,opname,368.364609744509,7279.78798280704
75334,36723,CUYLITSSTRAAT,49,,,A,Antwerpen,2018,gelijkvloers,woning,2023/09/13 00:00:00+00,opname,83.9486858159847,214.386277580103
75335,27873,WINDMOLENSTRAAT,145,,,H,Hoboken,2660,handelsgelijkvloers,gebouw,2017/10/30 00:00:00+00,opname,41.9614247516452,106.178373474531
75336,37465,OUDEVAARTPLAATS,42,,,A,Antwerpen,2000,gelijkvloers,gebouw,2023/12/01 00:00:00+00,opname,63.2401197802685,219.617240464275
75337,40816,AUGUST VAN PUTLEI,39,,,K,Borsbeek,2150,volledig pand,woning,2024/04/29 00:00:00+00,aanvraagschrapping,113.040004369346,293.55595670369
75338,30802,AUGUST SCHEYVAERTSLAAN,54,,,E,Ekeren,2180,gezinswoning,woning,2019/07/29 00:00:00+00,opname,80.8170421369242,178.103490557173
75339,38229,SINT-BERNARDSESTEENWEG,583,,,H,Hoboken,2660,gelijkvloers,woning,2024/06/03 00:00:00+00,opname,74.3388433058068,157.58935602976
75340,39183,SINT-BERNARDSESTEENWEG,583,,,H,Hoboken,2660,1ste verdieping,woning,2024/06/03 00:00:00+00,opname,74.3388433058068,157.58935602976
75341,39184,SINT-BERNARDSESTEENWEG,583,,,H,Hoboken,2660,2de verdieping,woning,2024/06/03 00:00:00+00,opname,74.3388433058068,157.58935602976
75342,34433,TURNHOUTSEBAAN,22,,,D,Deurne,2100,gelijkvloers,gebouw,2021/12/06 00:00:00+00,opname,75.8278091486538,195.491764755114
75343,39014,STADSWAAG,17,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/05/03 00:00:00+00,opname,51.8816815526056,127.417622855472
75344,10446,STATIESTRAAT,35,,,A,Antwerpen,2018,nvt,gebouw,2010/01/01 00:00:00+00,opname,33.7453713782048,49.1561890045644
75345,40799,DE ROBIANOSTRAAT,138,,,K,Borsbeek,2150,1ste verdieping rechts,woning,2024/04/09 00:00:00+00,opname,89.5463292585995,456.420406361648
75346,33450,KORTE DIJKSTRAAT,27,,,A,Antwerpen,2060,gelijkvloers,woning,2021/05/20 00:00:00+00,aanvraagschrapping,42.7712752619519,77.5873599901523
75347,37351,GROOT HAGELKRUIS,134,,,E,Ekeren,2180,volledig pand,woning,2023/12/01 00:00:00+00,opname,54.1349699861551,97.9336519025918
75348,32599,TERLINDENHOFSTRAAT,179,,,M,Merksem,2170,gelijkvloers,gebouw,2020/10/29 00:00:00+00,opname,46.9673036163912,128.74818722043
75349,29909,JUSTITIESTRAAT,85,87,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2019/02/28 00:00:00+00,opname,51.5842727127165,136.850305379638
75350,38087,BERVOETSTRAAT,8,,,A,Antwerpen,2000,gelijkvloers,woning,2025/01/23 00:00:00+00,opname,37.1174640370866,67.4725441491362
75351,29589,SINT-PAULUSPLAATS,15,,,A,Antwerpen,2000,gebouw,gebouw,2018/11/26 00:00:00+00,opname,42.0682856754565,97.9620093166308
75352,39401,LEGUIT,29,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/06/10 00:00:00+00,opname,88.4384898795028,286.941446449649
75353,39657,AALSCHOLVERLAAN,80,,202,A,Antwerpen,2050,A2/ZNT2 B22,woning,2025/02/25 00:00:00+00,opname,257.656603693329,4272.43749264715
75354,35636,GENERAAL LEMANSTRAAT,18,,,R,Berchem,2600,gelijkvloers,gebouw,2022/08/03 00:00:00+00,opname,90.973697071284,243.458391528039
75355,22357,TURNHOUTSEBAAN,230,,,D,Deurne,2100,nvt,woning,2014/08/06 00:00:00+00,opname,58.2991011759059,121.337781458913
75356,32344,LAARSEBAAN,32,,,M,Merksem,2170,gezinswoning,woning,2020/07/23 00:00:00+00,opname,55.1555691955529,112.969749103319
75357,30254,MECHELSESTEENWEG,165,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2019/05/07 00:00:00+00,opname,82.7073168341632,246.517617727275
75358,19917,LANGE KIEVITSTRAAT,69,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2018/09/14 00:00:00+00,aanvraagschrapping,37.1231281568309,67.6765637359289
75359,38463,DORPSBEEKSTRAAT,84,,,Z,Bezali,2040,volledig pand,woning,2024/12/16 00:00:00+00,opname,81.4587749076963,336.636215741238
75360,10708,ALBERT EINSTEINLAAN,43,,,H,Hoboken,2660,volledig pand,woning,2024/10/25 00:00:00+00,opname,142.805665647641,1055.36384015677
75361,29927,HANDELSTRAAT,8,,,A,Antwerpen,2060,handelsgelijkvloers,gebouw,2019/04/23 00:00:00+00,aanvraagschrapping,58.0431924131787,151.728826290875
75362,21094,PIEREBEEKSTRAAT,28,,,W,Wilrijk,2610,nvt,woning,2013/12/19 00:00:00+00,opname,110.910700833267,308.749602388402
