adres,score_totaal,prioriteit,mogelijk_bevel_tot_afbraak,score_totaal_origineel,score_afbraak_boost,afstand_hemelsbreed_km,afstand_bucket,leegstand_jaren_sinds_eerste_opname,opname_count,kennisgeving_count,samengevoegde_regels,unieke_pnd_ids_count,reg_status_telling,reg_aard_telling,reg_entiteiten,pva_straat,pva_huisnr1,pva_huisnr2,pva_postcode,pnd_district,busnummers,busnummer_count,eerste_opnamedatum,laatste_opnamedatum,shape_areas,shape_lengths,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,afbraak_match_count,afbraak_match_type,afbraak_match_reasons,afbraak_omv_nummers,afbraak_statussen,afbraak_datums,afbraak_adres_bron,afbraak_omschrijving,afbraak_bronnen,afbraak_detail_urls,geocode_quality,geocode_formatted_address,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,objectids,pnd_ids,pva_busnr,pnd_district_code,reg_statussen,reg_aarden,alle_opnamedata,verschillende_velden,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_location_type,geocode_error,score_uitleg,bronregels_volledig
"Beukenlaan 78, 2020 Antwerpen",64.6,B,NEE,64.6,0.0,2.784,2-5 km,7.6,1,0,1,1,opname:1,woning:1,woning,BEUKENLAAN,78,,2020,Antwerpen,,0,2018/11/29 00:00:00+00,2018/11/29 00:00:00+00,2799.75315547475,264.924471822358,39.5,97.9,31.5,100.0,100.0,0,,,,,,,,,,hoog,"Beukenlaan 78, 2020 Antwerpen",51.176849146373165,4.410702489150066,152933.29,207428.34,75027,29614,,A,opname,woning,2018/11/29 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Beukenlaan 78, 2020 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75027,29614,BEUKENLAAN,78,,,A,Antwerpen,2020,woning,woning,2018/11/29 00:00:00+00,opname,264.924471822358,2799.75315547475"
"Herentalsebaan 27-49, 2100 Deurne",64.6,B,NEE,64.6,0.0,2.279,2-5 km,5.9,1,0,1,1,opname:1,gebouw:1,gelijkvloers links,HERENTALSEBAAN,27,49,2100,Deurne,,0,2020/08/17 00:00:00+00,2020/08/17 00:00:00+00,4972.01698082058,454.679526169653,46.8,87.7,31.5,100.0,100.0,0,,,,,,,,,,hoog,"Herentalsebaan 27, 2100 Antwerpen",51.21045354970067,4.454039378367949,155959.56,211169.57,75541,31680,,D,opname,gebouw,2020/08/17 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Herentalsebaan 27, 2100 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75541,31680,HERENTALSEBAAN,27,49,,D,Deurne,2100,gelijkvloers links,gebouw,2020/08/17 00:00:00+00,opname,454.679526169653,4972.01698082058"
"Amandus Geenenlaan 1, 2100 Deurne",64.5,B,NEE,64.5,0.0,4.475,2-5 km,5.3,6,0,6,6,opname:6,woning:6,gelijkvloers links | gelijkvloers rechts | 1ste verdieping links | 1ste verdieping rechts | 2de verdieping links | 2de verdieping rechts,AMANDUS GEENENLAAN,1,,2100,Deurne,,0,2021/04/01 00:00:00+00,2021/04/01 00:00:00+00,361.058258899241,79.1439435395706,22.5,83.4,88.6,92.1,87.4,0,,,,,,,,,,hoog,"Amandus Geenenlaan 1, 2100 Antwerpen",51.22546394307596,4.475538383439429,157459.51,212841.5,75068 | 75069 | 75070 | 75071 | 75072 | 75073,33098 | 33143 | 33144 | 33145 | 33146 | 33147,,D,opname,woning,2021/04/01 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Amandus Geenenlaan 1, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75068,33098,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,gelijkvloers links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75069,33143,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,gelijkvloers rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75070,33144,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,1ste verdieping links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75071,33145,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,1ste verdieping rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75072,33146,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,2de verdieping links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75073,33147,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,2de verdieping rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241"
"Bleekhofstraat 2, 2018 Antwerpen",64.5,B,NEE,64.5,0.0,1.312,1-2 km,5.9,1,0,1,1,opname:1,woning:1,1ste+2de verdieping,BLEEKHOFSTRAAT,2,,2018,Antwerpen,,0,2020/07/30 00:00:00+00,2020/07/30 00:00:00+00,65.4931442344631,35.6004885160185,64.6,88.1,31.5,65.6,71.8,0,,,,,,,,,,hoog,"Bleekhofstraat 2, 2018 Antwerpen",51.21171955732347,4.426370846490308,154025.95,211308.54,75578,31405,,A,opname,woning,2020/07/30 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Bleekhofstraat 2, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75578,31405,BLEEKHOFSTRAAT,2,,,A,Antwerpen,2018,1ste+2de verdieping,woning,2020/07/30 00:00:00+00,opname,35.6004885160185,65.4931442344631"
"Bouwmeestersstraat 1, 2000 Antwerpen",64.5,B,NEE,64.5,0.0,2.260,2-5 km,7.2,1,0,1,1,opname:1,woning:1,woning,BOUWMEESTERSSTRAAT,1,,2000,Antwerpen,,0,2019/04/05 00:00:00+00,2019/04/05 00:00:00+00,328.939877380637,72.5340266129703,47.1,96.0,31.5,90.6,85.7,0,,,,,,,,,,hoog,"Bouwmeestersstraat 1, 2000 Antwerpen",51.20794337107325,4.396347776892545,151928.13,210887.2,75377,30077,,A,opname,woning,2019/04/05 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Bouwmeestersstraat 1, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75377,30077,BOUWMEESTERSSTRAAT,1,,,A,Antwerpen,2000,woning,woning,2019/04/05 00:00:00+00,opname,72.5340266129703,328.939877380637"
"Floraliënlaan 444, 2610 Wilrijk",64.5,B,NEE,64.5,0.0,2.562,2-5 km,9.2,1,0,1,1,opname:1,woning:1,1ste verdiep links,FLORALIËNLAAN,444,,2610,Wilrijk,,0,2017/04/06 00:00:00+00,2017/04/06 00:00:00+00,394.471469438611,81.6050141204965,42.6,100.0,31.5,93.5,88.0,0,,,,,,,,,,hoog,"Floraliënlaan 444, 2610 Antwerpen",51.177279103828646,4.43261305486395,154465.48,207477.28,75427,27016,,W,opname,woning,2017/04/06 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Floraliënlaan 444, 2610 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75427,27016,FLORALIËNLAAN,444,,,W,Wilrijk,2610,1ste verdiep links,woning,2017/04/06 00:00:00+00,opname,81.6050141204965,394.471469438611"
"Paleisstraat 15, 2018 Antwerpen",64.5,B,NEE,64.5,0.0,1.879,1-2 km,7.4,1,0,1,1,opname:1,gebouw:1,glv,PALEISSTRAAT,15,,2018,Antwerpen,,0,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,111.1577358766,53.3545682998906,53.5,96.8,31.5,73.8,79.6,0,,,,,,,,,,hoog,"Paleisstraat 15, 2018 Antwerpen",51.20734579738131,4.40190564960969,152316.57,210820.88,75065,29094,,A,opname,gebouw,2019/02/07 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Paleisstraat 15, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75065,29094,PALEISSTRAAT,15,,,A,Antwerpen,2018,glv,gebouw,2019/02/07 00:00:00+00,opname,53.3545682998906,111.1577358766"
"Gravinstraat 44, 2140 Borgerhout",64.4,B,NEE,64.4,0.0,2.072,2-5 km,7.3,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers,GRAVINSTRAAT,44,,2140,Borgerhout,,0,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,195.492567873513,61.4977642856132,50.1,96.2,31.5,82.5,82.4,0,,,,,,,,,,hoog,"Gravinstraat 44, 2140 Antwerpen",51.21500125085783,4.443491903442422,155221.98,211674.72,75295,29991,,T,opname,gebouw,2019/03/19 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Gravinstraat 44, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75295,29991,GRAVINSTRAAT,44,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2019/03/19 00:00:00+00,opname,61.4977642856132,195.492567873513"
"Turnhoutsebaan 28, 2140 Borgerhout",64.3,B,NEE,64.3,0.0,1.871,1-2 km,5.9,1,0,1,1,opname:1,gebouw:1,gelijkvloers,TURNHOUTSEBAAN,28,,2140,Borgerhout,,0,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,196.230300374716,97.0836842147095,53.6,88.0,31.5,82.6,91.4,0,,,,,,,,,,hoog,"Turnhoutsebaan 28, 2140 Antwerpen",51.21660088627794,4.429579681894158,154249.73,211851.79,75602,27497,,T,opname,gebouw,2020/07/31 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Turnhoutsebaan 28, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75602,27497,TURNHOUTSEBAAN,28,,,T,Borgerhout,2140,gelijkvloers,gebouw,2020/07/31 00:00:00+00,opname,97.0836842147095,196.230300374716"
"Kipdorpbrug 2, 2000 Antwerpen",64.2,B,NEE,64.2,0.0,2.316,2-5 km,5.0,4,0,4,4,opname:4,woning:4,1ste verdieping | 2de verdieping | 3de verdieping | 3de+4de verdieping,KIPDORPBRUG,2,,2000,Antwerpen,,0,2021/07/16 00:00:00+00,2021/07/16 00:00:00+00,54.0879113055661,32.0210524452598,46.2,81.2,73.2,62.7,69.7,0,,,,,,,,,,hoog,"Kipdorpbrug 2, 2000 Antwerpen",51.21962054028126,4.415312282500786,153252.63,212187.01,75157 | 75158 | 75159 | 75160,31505 | 33827 | 33828 | 33829,,A,opname,woning,2021/07/16 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Kipdorpbrug 2, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75157,31505,KIPDORPBRUG,2,,,A,Antwerpen,2000,1ste verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661 | 75158,33827,KIPDORPBRUG,2,,,A,Antwerpen,2000,2de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661 | 75159,33828,KIPDORPBRUG,2,,,A,Antwerpen,2000,3de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661 | 75160,33829,KIPDORPBRUG,2,,,A,Antwerpen,2000,3de+4de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661"
"Sint-Vincentiusstraat 10, 2018 Antwerpen",63.8,B,NEE,63.8,0.0,1.123,1-2 km,2.4,1,0,1,1,opname:1,woning:1,volledig pand,SINT-VINCENTIUSSTRAAT,10,,2018,Antwerpen,,0,2024/02/05 00:00:00+00,2024/02/05 00:00:00+00,586.98973530926,113.175609303896,68.8,55.7,31.5,99.7,94.4,0,,,,,,,,,,hoog,"Sint-Vincentiusstraat 10, 2018 Antwerpen",51.20651230975786,4.413878418178837,153153.35,210728.6,74980,36837,,A,opname,woning,2024/02/05 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Sint-Vincentiusstraat 10, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74980,36837,SINT-VINCENTIUSSTRAAT,10,,,A,Antwerpen,2018,volledig pand,woning,2024/02/05 00:00:00+00,opname,113.175609303896,586.98973530926"
"Morgenstraat 3, 2000 Antwerpen",63.6,B,NEE,63.6,0.0,3.131,2-5 km,2.7,12,0,12,12,opname:12,kamer:12,1ste verdieping (K101) | 1ste verdieping (K102) | 1ste verdieping (K103) | 1ste verdieping (K104) | 1ste verdieping (K105) | 1ste verdieping (K106) | 2de verdieping (K201) | 2de verdieping (K202) | 2de verdieping (K203) | 2de verdieping (K204) | 2de verdieping (K205) | 2de verdieping (K206),MORGENSTRAAT,3,,2000,Antwerpen,,0,2023/10/13 00:00:00+00,2023/10/13 00:00:00+00,192.682396798335,56.3565521551304,35.2,59.8,100.0,82.3,80.7,0,,,,,,,,,,hoog,"Morgenstraat 3, 2000 Antwerpen",51.226488416364205,4.411225583404351,152966.66,212950.92,75745 | 75746 | 75747 | 75748 | 75749 | 75750 | 75751 | 75752 | 75753 | 75754 | 75755 | 75756,36691 | 36806 | 36807 | 36808 | 36809 | 36810 | 36811 | 36812 | 36813 | 36814 | 36815 | 36816,,A,opname,kamer,2023/10/13 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Morgenstraat 3, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75745,36691,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K101),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75746,36806,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K102),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75747,36807,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K103),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75748,36808,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K104),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75749,36809,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K105),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75750,36810,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K106),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75751,36811,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K201),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75752,36812,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K202),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75753,36813,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K203),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75754,36814,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K204),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75755,36815,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K205),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75756,36816,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K206),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335"
"Franklin Rooseveltplaats 5, 2060 Antwerpen",63.5,B,NEE,63.5,0.0,2.359,2-5 km,4.3,2,0,2,2,opname:2,woning:1 | gebouw:1,9e verdieping D1 | gelijkvloers,FRANKLIN ROOSEVELTPLAATS,5,,2060,Antwerpen,27,1,2022/03/30 00:00:00+00,2023/07/17 00:00:00+00,407.736536347857,103.451592747798,45.6,75.5,50.0,94.0,92.7,0,,,,,,,,,,hoog,"Franklin Rooseveltplaats 5, 2060 Antwerpen",51.22040254769883,4.417253076634639,153388.17,212274.1,74918 | 74919,23991 | 36601,27,A,opname,woning | gebouw,2022/03/30 00:00:00+00 | 2023/07/17 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"Auwersstraat 66, 2600 Antwerpen","Franklin Rooseveltplaats 5, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74918,23991,FRANKLIN ROOSEVELTPLAATS,5,,27,A,Antwerpen,2060,9e verdieping D1,woning,2022/03/30 00:00:00+00,opname,103.451592747798,407.736536347857 | 74919,36601,FRANKLIN ROOSEVELTPLAATS,5,,,A,Antwerpen,2060,gelijkvloers,gebouw,2023/07/17 00:00:00+00,opname,103.451592747798,407.736536347857"
"Frankrijklei 14, 2000 Antwerpen",63.5,B,NEE,63.5,0.0,2.267,2-5 km,4.7,1,0,2,2,aanvraagschrapping:1 | opname:1,woning:1 | gebouw:1,3de verdieping | gelijkvloers,FRANKRIJKLEI,14,,2000,Antwerpen,,0,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,246.159975338859,71.7001353712616,47.0,79.4,50.0,86.1,85.4,0,,,,,,,,,,hoog,"Frankrijklei 14, 2000 Antwerpen",51.219123184127994,4.4151580596927325,153241.89,212131.67,75668 | 75669,21971 | 34234,,A,aanvraagschrapping | opname,woning | gebouw,2021/10/12 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_status,"Auwersstraat 66, 2600 Antwerpen","Frankrijklei 14, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75668,21971,FRANKRIJKLEI,14,,,A,Antwerpen,2000,3de verdieping,woning,2021/10/12 00:00:00+00,aanvraagschrapping,71.7001353712616,246.159975338859 | 75669,34234,FRANKRIJKLEI,14,,,A,Antwerpen,2000,gelijkvloers,gebouw,2021/10/12 00:00:00+00,opname,71.7001353712616,246.159975338859"
"Vleminckveld 35, 2000 Antwerpen",63.5,B,NEE,63.5,0.0,2.271,2-5 km,4.3,4,0,4,4,opname:4,woning:4,gelijkvloers | 1ste verdieping | 2de verdieping | 3de verdieping,VLEMINCKVELD,35,,2000,Antwerpen,,0,2022/03/11 00:00:00+00,2022/03/11 00:00:00+00,57.9610076262653,36.7446901857959,46.9,76.0,73.2,63.7,72.4,0,,,,,,,,,,hoog,"Vleminckveld 35, 2000 Antwerpen",51.21461732834822,4.403482313798653,152426.37,211629.92,75490 | 75491 | 75492 | 75493,34837 | 34838 | 34839 | 34840,,A,opname,woning,2022/03/11 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Vleminckveld 35, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75490,34837,VLEMINCKVELD,35,,,A,Antwerpen,2000,gelijkvloers,woning,2022/03/11 00:00:00+00,opname,36.7446901857959,57.9610076262653 | 75491,34838,VLEMINCKVELD,35,,,A,Antwerpen,2000,1ste verdieping,woning,2022/03/11 00:00:00+00,opname,36.7446901857959,57.9610076262653 | 75492,34839,VLEMINCKVELD,35,,,A,Antwerpen,2000,2de verdieping,woning,2022/03/11 00:00:00+00,opname,36.7446901857959,57.9610076262653 | 75493,34840,VLEMINCKVELD,35,,,A,Antwerpen,2000,3de verdieping,woning,2022/03/11 00:00:00+00,opname,36.7446901857959,57.9610076262653"
"Minderbroedersrui 9, 2000 Antwerpen",63.4,B,NEE,63.4,0.0,3.040,2-5 km,8.0,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers rechts,MINDERBROEDERSRUI,9,,2000,Antwerpen,,0,2018/07/06 00:00:00+00,2018/07/06 00:00:00+00,614.398738101286,99.7590573266532,36.3,99.9,31.5,100.0,91.9,0,,,,,,,,,,hoog,"Minderbroedersrui 9, 2000 Antwerpen",51.22334151550941,4.403608607294248,152434.73,212600.53,75872,28995,,A,opname,gebouw,2018/07/06 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Minderbroedersrui 9, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75872,28995,MINDERBROEDERSRUI,9,,,A,Antwerpen,2000,handelsgelijkvloers rechts,gebouw,2018/07/06 00:00:00+00,opname,99.7590573266532,614.398738101286"
"Desguinlei 84, 2018 Antwerpen",63.2,B,NEE,63.2,0.0,1.457,1-2 km,5.3,1,0,1,1,opname:1,gebouw:1,gelijkvloers,DESGUINLEI,84,,2018,Antwerpen,,0,2021/03/04 00:00:00+00,2021/03/04 00:00:00+00,88.284633237715,39.8617347526063,61.5,84.0,31.5,70.2,73.9,0,,,,,,,,,,hoog,"Desguinlei 84, 2018 Antwerpen",51.19293416298622,4.408447749574563,152774.64,209217.76,75081,33105,,A,opname,gebouw,2021/03/04 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Desguinlei 84, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75081,33105,DESGUINLEI,84,,,A,Antwerpen,2018,gelijkvloers,gebouw,2021/03/04 00:00:00+00,opname,39.8617347526063,88.284633237715"
"Brederodestraat 174, 2018 Antwerpen",63.1,B,NEE,63.1,0.0,2.396,2-5 km,10.7,1,0,1,1,opname:1,gebouw:1,Handelsgelijkvloers,BREDERODESTRAAT,174,,2018,Antwerpen,,0,2015/11/02 00:00:00+00,2015/11/02 00:00:00+00,173.498029763944,53.549612107741,45.0,100.0,31.5,80.7,79.7,0,,,,,,,,,,hoog,"Brederodestraat 174, 2018 Antwerpen",51.20149029752608,4.391862666227328,151614.92,210169.16,75204,23842,,A,opname,gebouw,2015/11/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Brederodestraat 174, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75204,23842,BREDERODESTRAAT,174,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2015/11/02 00:00:00+00,opname,53.549612107741,173.498029763944"
"Apollostraat 169, 2600 Berchem",63.0,B,NEE,63.0,0.0,1.494,1-2 km,5.2,1,0,1,1,opname:1,woning:1,volledig pand,APOLLOSTRAAT,169,,2600,Berchem,,0,2021/05/06 00:00:00+00,2021/05/06 00:00:00+00,95.5355011557487,47.9462767411204,60.8,82.7,31.5,71.4,77.5,0,,,,,,,,,,hoog,"Apollostraat 169, 2600 Antwerpen",51.195463725836206,4.446212116578246,155414.34,209501.29,75121,33393,,R,opname,woning,2021/05/06 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Apollostraat 169, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75121,33393,APOLLOSTRAAT,169,,,R,Berchem,2600,volledig pand,woning,2021/05/06 00:00:00+00,opname,47.9462767411204,95.5355011557487"
"Frankrijklei 90, 2000 Antwerpen",63.0,B,NEE,63.0,0.0,1.964,1-2 km,5.0,1,0,1,1,opname:1,woning:1,volledig pand,FRANKRIJKLEI,90,,2000,Antwerpen,,0,2021/06/14 00:00:00+00,2021/06/14 00:00:00+00,319.027056367974,90.2253626679478,52.0,81.9,31.5,90.2,90.0,0,,,,,,,,,,hoog,"Frankrijklei 90, 2000 Antwerpen",51.215567668196705,4.413014305131649,153092.35,211736.01,75049,33429,,A,opname,woning,2021/06/14 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Frankrijklei 90, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75049,33429,FRANKRIJKLEI,90,,,A,Antwerpen,2000,volledig pand,woning,2021/06/14 00:00:00+00,opname,90.2253626679478,319.027056367974"
"Florastraat 126, 2140 Borgerhout",62.9,B,NEE,62.9,0.0,2.428,2-5 km,7.2,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers,FLORASTRAAT,126,,2140,Borgerhout,,0,2019/04/24 00:00:00+00,2019/04/24 00:00:00+00,207.035221293461,85.2657257701169,44.5,95.7,31.5,83.4,88.8,0,,,,,,,,,,hoog,"Florastraat 126, 2140 Antwerpen",51.21932083860716,4.442020951330248,155118.72,212155.19,75060,30180,,T,opname,gebouw,2019/04/24 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Florastraat 126, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75060,30180,FLORASTRAAT,126,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2019/04/24 00:00:00+00,opname,85.2657257701169,207.035221293461"
