adres,score_totaal,prioriteit,mogelijk_bevel_tot_afbraak,score_totaal_origineel,score_afbraak_boost,afstand_hemelsbreed_km,afstand_bucket,leegstand_jaren_sinds_eerste_opname,opname_count,kennisgeving_count,samengevoegde_regels,unieke_pnd_ids_count,reg_status_telling,reg_aard_telling,reg_entiteiten,pva_straat,pva_huisnr1,pva_huisnr2,pva_postcode,pnd_district,busnummers,busnummer_count,eerste_opnamedatum,laatste_opnamedatum,shape_areas,shape_lengths,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,afbraak_match_count,afbraak_match_type,afbraak_match_reasons,afbraak_omv_nummers,afbraak_statussen,afbraak_datums,afbraak_adres_bron,afbraak_omschrijving,afbraak_bronnen,afbraak_detail_urls,geocode_quality,geocode_formatted_address,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,objectids,pnd_ids,pva_busnr,pnd_district_code,reg_statussen,reg_aarden,alle_opnamedata,verschillende_velden,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_location_type,geocode_error,score_uitleg,bronregels_volledig
"Statiestraat 118, 2600 Berchem",57.7,C,NEE,57.7,0.0,0.197,0-1 km,0.4,0,1,1,1,kennisgeving:1,gebouw:1,gelijkvloers,STATIESTRAAT,118,,2600,Berchem,,0,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,93.4501044374504,46.6971281383603,93.6,15.7,31.5,71.1,77.0,0,,,,,,,,,,hoog,"Statiestraat 118, 2600 Antwerpen",51.199215496245905,4.428631258436585,154185.04,209917.54,75618,51641,,R,kennisgeving,gebouw,2026/02/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Statiestraat 118, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75618,51641,STATIESTRAAT,118,,,R,Berchem,2600,gelijkvloers,gebouw,2026/02/02 00:00:00+00,kennisgeving,46.6971281383603,93.4501044374504"
"Turnhoutsebaan 88, 2100 Deurne",57.7,C,NEE,57.7,0.0,3.269,2-5 km,10.9,1,0,1,1,opname:1,gebouw:1,Handelsgelijkvloers,TURNHOUTSEBAAN,88,,2100,Deurne,,0,2015/08/20 00:00:00+00,2015/08/20 00:00:00+00,99.0603054294038,42.8427574968479,33.6,100.0,31.5,72.0,75.4,0,,,,,,,,,,hoog,"Turnhoutsebaan 88, 2100 Antwerpen",51.220195332673164,4.459944738178599,156370.89,212253.88,75841,23528,,D,opname,gebouw,2015/08/20 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Turnhoutsebaan 88, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75841,23528,TURNHOUTSEBAAN,88,,,D,Deurne,2100,Handelsgelijkvloers,gebouw,2015/08/20 00:00:00+00,opname,42.8427574968479,99.0603054294038"
"Van Breestraat 22, 2018 Antwerpen",57.7,C,NEE,57.7,0.0,1.666,1-2 km,2.1,1,0,1,1,opname:1,gebouw:1,gelijkvloers,VAN BREESTRAAT,22,,2018,Antwerpen,,0,2024/06/03 00:00:00+00,2024/06/03 00:00:00+00,420.239178751769,86.6581061811434,57.4,51.2,31.5,94.4,89.2,0,,,,,,,,,,hoog,"Van Breestraat 22, 2018 Antwerpen",51.21013127376324,4.40859715587228,152784.04,211131.01,75207,39181,,A,opname,gebouw,2024/06/03 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Van Breestraat 22, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75207,39181,VAN BREESTRAAT,22,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/06/03 00:00:00+00,opname,86.6581061811434,420.239178751769"
"Turnhoutsebaan 108, 2100 Deurne",57.6,C,NEE,57.6,0.0,3.302,2-5 km,4.6,1,0,1,1,opname:1,woning:1,1e verdieping E,TURNHOUTSEBAAN,108,,2100,Deurne,101,1,2021/11/16 00:00:00+00,2021/11/16 00:00:00+00,1231.50366364043,173.342401627323,33.3,78.6,31.5,100.0,100.0,0,,,,,,,,,,hoog,"Turnhoutsebaan 108, 2100 Antwerpen",51.21985225294798,4.461084805751612,156450.59,212215.81,75757,34071,101,D,opname,woning,2021/11/16 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Turnhoutsebaan 108, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75757,34071,TURNHOUTSEBAAN,108,,101,D,Deurne,2100,1e verdieping E,woning,2021/11/16 00:00:00+00,opname,173.342401627323,1231.50366364043"
"Van Schoonhovenstraat 51, 2060 Antwerpen",57.6,C,NEE,57.6,0.0,2.339,2-5 km,5.3,1,0,1,1,opname:1,woning:1,volledig pand,VAN SCHOONHOVENSTRAAT,51,,2060,Antwerpen,,0,2021/03/31 00:00:00+00,2021/03/31 00:00:00+00,83.3987714144318,44.551823549355,45.9,83.4,31.5,69.3,76.1,0,,,,,,,,,,hoog,"Van Schoonhovenstraat 51, 2060 Antwerpen",51.22074254248505,4.421279462013878,153669.45,212312.12,75090,33315,,A,opname,woning,2021/03/31 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Van Schoonhovenstraat 51, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75090,33315,VAN SCHOONHOVENSTRAAT,51,,,A,Antwerpen,2060,volledig pand,woning,2021/03/31 00:00:00+00,opname,44.551823549355,83.3987714144318"
"Kasteelpleinstraat 12, 2000 Antwerpen",57.5,C,NEE,57.5,0.0,2.112,2-5 km,4.3,1,0,1,1,opname:1,gebouw:1,gelijkvloers,KASTEELPLEINSTRAAT,12,,2000,Antwerpen,,0,2022/03/02 00:00:00+00,2022/03/02 00:00:00+00,105.244706101528,43.097574308599,49.5,76.2,31.5,72.9,75.5,0,,,,,,,,,,hoog,"Kasteelpleinstraat 12, 2000 Antwerpen",51.21079196093634,4.401271776945145,152272.1,211204.26,75539,34806,,A,opname,gebouw,2022/03/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Kasteelpleinstraat 12, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75539,34806,KASTEELPLEINSTRAAT,12,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/03/02 00:00:00+00,opname,43.097574308599,105.244706101528"
"Ten Eekhovelei 194, 2100 Deurne",57.5,C,NEE,57.5,0.0,3.486,2-5 km,8.8,1,0,1,1,opname:1,woning:1,nvt,TEN EEKHOVELEI,194,,2100,Deurne,,0,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,97.3337694198582,62.5906419286941,31.3,100.0,31.5,71.7,82.8,0,,,,,,,,,,hoog,"Ten Eekhovelei 194, 2100 Antwerpen",51.228236653397275,4.447471994874856,155498.51,213147.51,75825,27746,,D,opname,woning,2017/09/25 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Ten Eekhovelei 194, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75825,27746,TEN EEKHOVELEI,194,,,D,Deurne,2100,nvt,woning,2017/09/25 00:00:00+00,opname,62.5906419286941,97.3337694198582"
"Terlostraat 8, 2140 Borgerhout",57.5,C,NEE,57.5,0.0,2.286,2-5 km,4.4,1,0,1,1,opname:1,woning:1,volledig pand,TERLOSTRAAT,8,,2140,Borgerhout,,0,2022/02/02 00:00:00+00,2022/02/02 00:00:00+00,126.301496870102,60.5267235811856,46.7,76.8,31.5,75.7,82.1,0,,,,,,,,,,hoog,"Terlostraat 8, 2140 Antwerpen",51.21801986946135,4.4415699077639434,155087.35,212010.42,74878,34770,,T,opname,woning,2022/02/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Terlostraat 8, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74878,34770,TERLOSTRAAT,8,,,T,Borgerhout,2140,volledig pand,woning,2022/02/02 00:00:00+00,opname,60.5267235811856,126.301496870102"
"Turnhoutsebaan 230, 2100 Deurne",57.5,C,NEE,57.5,0.0,3.560,2-5 km,11.9,1,0,1,1,opname:1,woning:1,nvt,TURNHOUTSEBAAN,230,,2100,Deurne,,0,2014/08/06 00:00:00+00,2014/08/06 00:00:00+00,121.337781458913,58.2991011759059,30.5,100.0,31.5,75.1,81.4,0,,,,,,,,,,hoog,"Turnhoutsebaan 230, 2100 Antwerpen",51.21980488476675,4.465981745775709,156792.73,212210.98,75355,22357,,D,opname,woning,2014/08/06 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Turnhoutsebaan 230, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75355,22357,TURNHOUTSEBAAN,230,,,D,Deurne,2100,nvt,woning,2014/08/06 00:00:00+00,opname,58.2991011759059,121.337781458913"
"Van Arteveldestraat 10, 2060 Antwerpen",57.5,C,NEE,57.5,0.0,2.237,2-5 km,2.7,1,0,1,1,opname:1,gebouw:1,volledig pand,VAN ARTEVELDESTRAAT,10,,2060,Antwerpen,,0,2023/10/03 00:00:00+00,2023/10/03 00:00:00+00,464.688347113493,151.467819817978,47.4,60.1,31.5,96.0,100.0,0,,,,,,,,,,hoog,"Van Arteveldestraat 10, 2060 Antwerpen",51.21967332760536,4.419967179395216,153577.85,212193.1,75638,36764,,A,opname,gebouw,2023/10/03 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Van Arteveldestraat 10, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75638,36764,VAN ARTEVELDESTRAAT,10,,,A,Antwerpen,2060,volledig pand,gebouw,2023/10/03 00:00:00+00,opname,151.467819817978,464.688347113493"
"Brederodestraat 184, 2018 Antwerpen",57.4,C,NEE,57.4,0.0,2.462,2-5 km,3.0,1,0,1,1,opname:1,woning:1,1V/ app 1N,BREDERODESTRAAT,184,,2018,Antwerpen,254,1,2023/07/17 00:00:00+00,2023/07/17 00:00:00+00,6536.71948789072,603.056217241081,44.0,62.6,31.5,100.0,100.0,0,,,,,,,,,,hoog,"Brederodestraat 184, 2018 Antwerpen",51.20093186082672,4.390869750953585,151545.54,210107.01,75174,36702,254,A,opname,woning,2023/07/17 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Brederodestraat 184, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75174,36702,BREDERODESTRAAT,184,,254,A,Antwerpen,2018,1V/ app 1N,woning,2023/07/17 00:00:00+00,opname,603.056217241081,6536.71948789072"
"Ijzerlaan 49-51, 2060 Antwerpen",57.4,C,NEE,57.4,0.0,3.910,2-5 km,4.9,3,0,3,3,opname:3,woning:3,woning 1 | woning 2 | woning 3,IJZERLAAN,49,51,2060,Antwerpen,,0,2021/08/19 00:00:00+00,2021/08/19 00:00:00+00,126.382982702161,44.7192364164374,27.2,80.5,63.1,75.8,76.2,0,,,,,,,,,,middel,"IJzerlaan, Antwerpen",51.23502547882298,4.422904067824728,153781.78,213901.25,75101 | 75102 | 75103,33999 | 34048 | 34049,,A,opname,woning,2021/08/19 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Ijzerlaan, 2060 Antwerpen",straat_postcode,gevonden,basisregisters_straat,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75101,33999,IJZERLAAN,49,51,,A,Antwerpen,2060,woning 1,woning,2021/08/19 00:00:00+00,opname,44.7192364164374,126.382982702161 | 75102,34048,IJZERLAAN,49,51,,A,Antwerpen,2060,woning 2,woning,2021/08/19 00:00:00+00,opname,44.7192364164374,126.382982702161 | 75103,34049,IJZERLAAN,49,51,,A,Antwerpen,2060,woning 3,woning,2021/08/19 00:00:00+00,opname,44.7192364164374,126.382982702161"
"Copernicuslaan 30, 2018 Antwerpen",57.3,C,NEE,57.3,0.0,1.558,1-2 km,1.4,1,0,1,1,opname:1,woning:1,G65,COPERNICUSLAAN,30,,2018,Antwerpen,65,1,2025/01/22 00:00:00+00,2025/01/22 00:00:00+00,1874.45443334968,179.386338108625,59.5,40.6,31.5,100.0,100.0,0,,,,,,,,,,hoog,"Copernicuslaan 30, 2018 Antwerpen",51.213852045733496,4.423599159067768,153832.09,211545.64,75730,38557,65,A,opname,woning,2025/01/22 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Copernicuslaan 30, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75730,38557,COPERNICUSLAAN,30,,65,A,Antwerpen,2018,G65,woning,2025/01/22 00:00:00+00,opname,179.386338108625,1874.45443334968"
"Kerkhofweg 116, 2100 Deurne",57.3,C,NEE,57.3,0.0,3.268,2-5 km,5.5,1,0,1,1,opname:1,gebouw:1,volledig pand,KERKHOFWEG,116,,2100,Deurne,,0,2021/01/14 00:00:00+00,2021/01/14 00:00:00+00,302.616073078293,92.0801301394706,33.6,84.9,31.5,89.3,90.4,0,,,,,,,,,,hoog,"Kerkhofweg 116, 2100 Antwerpen",51.20095983978712,4.472785880489734,157271.07,210115.04,75210,32801,,D,opname,gebouw,2021/01/14 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Kerkhofweg 116, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75210,32801,KERKHOFWEG,116,,,D,Deurne,2100,volledig pand,gebouw,2021/01/14 00:00:00+00,opname,92.0801301394706,302.616073078293"
"Sint-Elisabethstraat 19, 2060 Antwerpen",57.3,C,NEE,57.3,0.0,2.562,2-5 km,4.7,1,0,1,1,opname:1,gebouw:1,gelijkvloers,SINT-ELISABETHSTRAAT,19,,2060,Antwerpen,,0,2021/10/25 00:00:00+00,2021/10/25 00:00:00+00,153.815406858736,71.9289584913651,42.6,79.1,31.5,78.8,85.5,0,,,,,,,,,,hoog,"Sint-Elisabethstraat 19, 2060 Antwerpen",51.22286349804203,4.422732452190499,153770.79,212548.16,75806,34256,,A,opname,gebouw,2021/10/25 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Sint-Elisabethstraat 19, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75806,34256,SINT-ELISABETHSTRAAT,19,,,A,Antwerpen,2060,gelijkvloers,gebouw,2021/10/25 00:00:00+00,opname,71.9289584913651,153.815406858736"
"Grote Markt 44, 2000 Antwerpen",57.2,C,NEE,57.2,0.0,2.935,2-5 km,2.4,4,0,4,4,opname:4,woning:3 | gebouw:1,gelijkvloers | woning 1 | woning 2 | woning 3,GROTE MARKT,44,,2000,Antwerpen,,0,2024/01/30 00:00:00+00,2024/01/30 00:00:00+00,119.205044753776,56.4434847486979,37.6,56.0,73.2,74.8,80.7,0,,,,,,,,,,hoog,"Grote Markt 44, 2000 Antwerpen",51.22102161047433,4.400820178558116,152240.04,212342.34,75854 | 75855 | 75856 | 75857,18860 | 38048 | 38049 | 38050,,A,opname,gebouw | woning,2024/01/30 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard,"Auwersstraat 66, 2600 Antwerpen","Grote Markt 44, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75854,18860,GROTE MARKT,44,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/01/30 00:00:00+00,opname,56.4434847486979,119.205044753776 | 75855,38048,GROTE MARKT,44,,,A,Antwerpen,2000,woning 1,woning,2024/01/30 00:00:00+00,opname,56.4434847486979,119.205044753776 | 75856,38049,GROTE MARKT,44,,,A,Antwerpen,2000,woning 2,woning,2024/01/30 00:00:00+00,opname,56.4434847486979,119.205044753776 | 75857,38050,GROTE MARKT,44,,,A,Antwerpen,2000,woning 3,woning,2024/01/30 00:00:00+00,opname,56.4434847486979,119.205044753776"
"Hollebeekstraat 200, 2660 Hoboken",57.2,C,NEE,57.2,0.0,4.633,2-5 km,13.5,1,0,1,1,opname:1,woning:1,nvt,HOLLEBEEKSTRAAT,200,,2660,Hoboken,,0,2012/12/19 00:00:00+00,2012/12/19 00:00:00+00,376.769618203711,96.4191689344357,21.3,100.0,31.5,92.7,91.3,0,,,,,,,,,,hoog,"Hollebeekstraat 200, 2660 Antwerpen",51.177005843134616,4.3707376402880165,150138.5,207444.92,75738,19551,,H,opname,woning,2012/12/19 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Hollebeekstraat 200, 2660 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75738,19551,HOLLEBEEKSTRAAT,200,,,H,Hoboken,2660,nvt,woning,2012/12/19 00:00:00+00,opname,96.4191689344357,376.769618203711"
"Brederodestraat 41, 2018 Antwerpen",57.1,C,NEE,57.1,0.0,2.181,2-5 km,4.8,1,0,1,1,opname:1,gebouw:1,gelijkvloers,BREDERODESTRAAT,41,,2018,Antwerpen,,0,2021/09/21 00:00:00+00,2021/09/21 00:00:00+00,75.6890915809457,37.1474944638693,48.3,79.8,31.5,67.8,72.6,0,,,,,,,,,,hoog,"Brederodestraat 41, 2018 Antwerpen",51.205624659299104,4.396200566037789,151917.94,210629.23,74987,34157,,A,opname,gebouw,2021/09/21 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Brederodestraat 41, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74987,34157,BREDERODESTRAAT,41,,,A,Antwerpen,2018,gelijkvloers,gebouw,2021/09/21 00:00:00+00,opname,37.1474944638693,75.6890915809457"
"Londenstraat 2, 2000 Antwerpen",57.1,C,NEE,57.1,0.0,3.645,2-5 km,8.2,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers,LONDENSTRAAT,2,,2000,Antwerpen,,0,2018/04/12 00:00:00+00,2018/04/12 00:00:00+00,119.745117076866,53.6783141492548,29.7,100.0,31.5,74.9,79.8,0,,,,,,,,,,hoog,"Londenstraat 2, 2000 Antwerpen",51.2307189430648,4.408235247316024,152757.51,213421.47,75132,28562,,A,opname,gebouw,2018/04/12 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Londenstraat 2, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75132,28562,LONDENSTRAAT,2,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2018/04/12 00:00:00+00,opname,53.6783141492548,119.745117076866"
"Sint-Erasmusstraat 18, 2140 Borgerhout",57.1,C,NEE,57.1,0.0,1.743,1-2 km,3.1,1,0,1,1,opname:1,woning:1,volledig pand,SINT-ERASMUSSTRAAT,18,,2140,Borgerhout,,0,2023/05/12 00:00:00+00,2023/05/12 00:00:00+00,111.382501317208,48.1781726700033,55.9,64.7,31.5,73.8,77.6,0,,,,,,,,,,hoog,"Sint-Erasmusstraat 18, 2140 Antwerpen",51.21517781807461,4.431829437303148,154407.06,211693.6,75430,36300,,T,opname,woning,2023/05/12 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Sint-Erasmusstraat 18, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75430,36300,SINT-ERASMUSSTRAAT,18,,,T,Borgerhout,2140,volledig pand,woning,2023/05/12 00:00:00+00,opname,48.1781726700033,111.382501317208"
"Eendrachtstraat 15, 2060 Antwerpen",57.0,C,NEE,57.0,0.0,3.215,2-5 km,6.5,1,0,1,1,opname:1,woning:1,Huis,EENDRACHTSTRAAT,15,,2060,Antwerpen,,0,2019/12/24 00:00:00+00,2019/12/24 00:00:00+00,129.55784035093,62.8053851721731,34.2,91.8,31.5,76.1,82.8,0,,,,,,,,,,hoog,"Eendrachtstraat 15, 2060 Antwerpen",51.22778421866148,4.438319245532879,154859.2,213096.53,75658,5866,,A,opname,woning,2019/12/24 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Eendrachtstraat 15, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75658,5866,EENDRACHTSTRAAT,15,,,A,Antwerpen,2060,Huis,woning,2019/12/24 00:00:00+00,opname,62.8053851721731,129.55784035093"
"Ergo-De Waellaan 41-101, 2100 Deurne",57.0,C,NEE,57.0,0.0,2.605,2-5 km,4.2,1,0,1,1,opname:1,woning:1,1ste verdieping,ERGO-DE WAELLAAN,41,101,2100,Deurne,,0,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,229.103275870641,79.7747649231372,42.0,75.2,31.5,85.0,87.5,0,,,,,,,,,,hoog,"Ergo-de Waellaan 41, 2100 Antwerpen",51.21104263213338,4.458873040717387,156297.26,211235.51,74989,35153,,D,opname,woning,2022/04/12 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Ergo-De Waellaan 41, 2100 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74989,35153,ERGO-DE WAELLAAN,41,101,,D,Deurne,2100,1ste verdieping,woning,2022/04/12 00:00:00+00,opname,79.7747649231372,229.103275870641"
"Ergo-De Waellaan 41-201, 2100 Deurne",57.0,C,NEE,57.0,0.0,2.605,2-5 km,4.2,1,0,1,1,opname:1,woning:1,2de verdieping,ERGO-DE WAELLAAN,41,201,2100,Deurne,,0,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,229.103275870641,79.7747649231372,42.0,75.2,31.5,85.0,87.5,0,,,,,,,,,,hoog,"Ergo-de Waellaan 41, 2100 Antwerpen",51.21104263213338,4.458873040717387,156297.26,211235.51,74990,35154,,D,opname,woning,2022/04/12 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Ergo-De Waellaan 41, 2100 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74990,35154,ERGO-DE WAELLAAN,41,201,,D,Deurne,2100,2de verdieping,woning,2022/04/12 00:00:00+00,opname,79.7747649231372,229.103275870641"
"Schotensesteenweg 49, 2100 Deurne",57.0,C,NEE,57.0,0.0,4.180,2-5 km,8.0,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers,SCHOTENSESTEENWEG,49,,2100,Deurne,,0,2018/06/18 00:00:00+00,2018/06/18 00:00:00+00,250.157111558562,63.90703010574,24.8,100.0,31.5,86.4,83.2,0,,,,,,,,,,hoog,"Schotensesteenweg 49, 2100 Antwerpen",51.22030569185604,4.476320871302579,157515.01,212267.7,75643,28874,,D,opname,gebouw,2018/06/18 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Schotensesteenweg 49, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75643,28874,SCHOTENSESTEENWEG,49,,,D,Deurne,2100,handelsgelijkvloers,gebouw,2018/06/18 00:00:00+00,opname,63.90703010574,250.157111558562"
"Stadionstraat 71, 2020 Antwerpen",57.0,C,NEE,57.0,0.0,3.322,2-5 km,6.7,1,0,1,1,opname:1,woning:1,gezinswoning,STADIONSTRAAT,71,,2020,Antwerpen,,0,2019/10/24 00:00:00+00,2019/10/24 00:00:00+00,135.679970140166,66.0264822790973,33.0,92.8,31.5,76.9,83.8,0,,,,,,,,,,hoog,"Stadionstraat 71, 2020 Antwerpen",51.184573941464016,4.385307519453235,151157.19,208287.03,75048,31184,,A,opname,woning,2019/10/24 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Stadionstraat 71, 2020 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75048,31184,STADIONSTRAAT,71,,,A,Antwerpen,2020,gezinswoning,woning,2019/10/24 00:00:00+00,opname,66.0264822790973,135.679970140166"
"Dambruggestraat 32, 2060 Antwerpen",56.9,C,NEE,56.9,0.0,2.215,2-5 km,4.4,1,0,1,1,opname:1,gebouw:1,gelijkvloers,DAMBRUGGESTRAAT,32,,2060,Antwerpen,,0,2022/02/01 00:00:00+00,2022/02/01 00:00:00+00,93.7881975517374,46.2052550513524,47.8,76.9,31.5,71.1,76.8,0,,,,,,,,,,hoog,"Dambruggestraat 32, 2060 Antwerpen",51.21978089693002,4.42357645007055,153830.01,212205.25,75035,34728,,A,opname,gebouw,2022/02/01 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Dambruggestraat 32, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75035,34728,DAMBRUGGESTRAAT,32,,,A,Antwerpen,2060,gelijkvloers,gebouw,2022/02/01 00:00:00+00,opname,46.2052550513524,93.7881975517374"
"Kipdorpbrug 4, 2000 Antwerpen",56.9,C,NEE,56.9,0.0,2.313,2-5 km,5.6,1,0,1,1,opname:1,gebouw:1,volledig pand,KIPDORPBRUG,4,,2000,Antwerpen,,0,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,50.7336770251852,30.4682967341798,46.3,86.0,31.5,61.7,68.7,0,,,,,,,,,,hoog,"Kipdorpbrug 4, 2000 Antwerpen",51.21961008507007,4.415383979467648,153257.64,212185.85,75485,32767,,A,opname,gebouw,2020/11/16 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Kipdorpbrug 4, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75485,32767,KIPDORPBRUG,4,,,A,Antwerpen,2000,volledig pand,gebouw,2020/11/16 00:00:00+00,opname,30.4682967341798,50.7336770251852"
