score_totaal,prioriteit,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,opname_count,kennisgeving_count,leegstand_jaren_sinds_eerste_opname,score_uitleg,adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,busnummers,busnummer_count,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_quality,geocode_formatted_address,geocode_location_type,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,afstand_hemelsbreed_km,afstand_bucket,geocode_error
75.6,A,48.7,100.0,81.5,83.8,90.0,5,0,8.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Vleminckveld 78, 2000 Antwerpen",VLEMINCKVELD,78,,,A,Antwerpen,2000,,0,5,5,75532 | 75533 | 75534 | 75535 | 75536,28396 | 28397 | 28398 | 28399 | 28400,appartement 1 (1V) | appartement 2 (1V) | appartement 3 (2V) | appartement 4 (2V) | Duplex (3+4 verdiep),woning,woning:5,opname,opname:5,2018/03/12 00:00:00+00,2018/03/12 00:00:00+00,2018/03/12 00:00:00+00,90.5766945027918,212.353926489552,OBJECTID | pnd_id | reg_entiteit,"75532,28396,VLEMINCKVELD,78,,,A,Antwerpen,2000,appartement 1 (1V),woning,2018/03/12 00:00:00+00,opname,90.5766945027918,212.353926489552 | 75533,28397,VLEMINCKVELD,78,,,A,Antwerpen,2000,appartement 2 (1V),woning,2018/03/12 00:00:00+00,opname,90.5766945027918,212.353926489552 | 75534,28398,VLEMINCKVELD,78,,,A,Antwerpen,2000,appartement 3 (2V),woning,2018/03/12 00:00:00+00,opname,90.5766945027918,212.353926489552 | 75535,28399,VLEMINCKVELD,78,,,A,Antwerpen,2000,appartement 4 (2V),woning,2018/03/12 00:00:00+00,opname,90.5766945027918,212.353926489552 | 75536,28400,VLEMINCKVELD,78,,,A,Antwerpen,2000,Duplex (3+4 verdiep),woning,2018/03/12 00:00:00+00,opname,90.5766945027918,212.353926489552","Auwersstraat 66, 2600 Antwerpen","Vleminckveld 78, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Vleminckveld 78, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21359748051693,4.404151725141815,152473.2,211516.48,2.158,2-5 km,
75.2,A,75.2,96.9,31.5,89.8,94.2,1,0,7.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Lamorinièrestraat 20, 2018 Antwerpen",LAMORINIÈRESTRAAT,20,,,A,Antwerpen,2018,,0,1,1,75368,29828,gelijkvloers,woning,woning:1,opname,opname:1,2019/02/06 00:00:00+00,2019/02/06 00:00:00+00,2019/02/06 00:00:00+00,111.966007301997,311.49197532387,,"75368,29828,LAMORINIÈRESTRAAT,20,,,A,Antwerpen,2018,gelijkvloers,woning,2019/02/06 00:00:00+00,opname,111.966007301997,311.49197532387","Auwersstraat 66, 2600 Antwerpen","Lamorinièrestraat 20, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Lamorinièrestraat 20, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.207438535964194,4.423405646024884,153819.1,210832.1,0.855,0-1 km,
75.1,A,77.5,100.0,31.5,80.9,87.3,1,0,8.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Cogels-Osylei 9, 2600 Berchem",COGELS-OSYLEI,9,,,R,Berchem,2600,,0,1,1,75713,28423,nvt,woning,woning:1,opname,opname:1,2018/03/14 00:00:00+00,2018/03/14 00:00:00+00,2018/03/14 00:00:00+00,78.7647961256108,175.590748080867,,"75713,28423,COGELS-OSYLEI,9,,,R,Berchem,2600,nvt,woning,2018/03/14 00:00:00+00,opname,78.7647961256108,175.590748080867","Auwersstraat 66, 2600 Antwerpen","Cogels-Osylei 9, 2600 Antwerpen",volledig_huisnummer,gevonden,hoog,"Cogels-Osylei 9, 2600 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.205053233610435,4.4333477410555915,154514.14,210567.29,0.764,0-1 km,
75.0,A,48.1,90.9,81.5,98.8,91.3,5,0,6.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Leysstraat 20-26, 2000 Antwerpen",LEYSSTRAAT,20,26,,A,Antwerpen,2000,,0,5,5,74872 | 74873 | 74874 | 74875 | 74876,31721 | 31722 | 31723 | 31724 | 31725,2de verdiep (2.1) | 2de verdiep (2.2) | 3de verdiep (3.1) | 3de verdiep (3.2) | 4de verdiep,woning,woning:5,opname,opname:5,2020/02/19 00:00:00+00,2020/02/19 00:00:00+00,2020/02/19 00:00:00+00,96.3719889714651,553.940909664578,OBJECTID | pnd_id | reg_entiteit,"74872,31721,LEYSSTRAAT,20,26,,A,Antwerpen,2000,2de verdiep (2.1),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74873,31722,LEYSSTRAAT,20,26,,A,Antwerpen,2000,2de verdiep (2.2),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74874,31723,LEYSSTRAAT,20,26,,A,Antwerpen,2000,3de verdiep (3.1),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74875,31724,LEYSSTRAAT,20,26,,A,Antwerpen,2000,3de verdiep (3.2),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74876,31725,LEYSSTRAAT,20,26,,A,Antwerpen,2000,4de verdiep,woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578","Auwersstraat 66, 2600 Antwerpen","Leysstraat 20, 2000 Antwerpen",eerste_huisnummer,gevonden,hoog,"Leysstraat 20, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21805834928961,4.413731324972803,153142.28,212013.14,2.193,2-5 km,
74.6,B,52.8,73.8,100.0,88.8,88.1,8,0,4.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Turnhoutsebaan 327, 2140 Borgerhout",TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,,0,8,8,75815 | 75816 | 75817 | 75818 | 75819 | 75820 | 75821 | 75822,35391 | 35392 | 35393 | 35394 | 35395 | 35396 | 35397 | 37941,1ste verdieping | 2de verdieping | 3de verdieping | 4de verdieping | 5de verdieping | 6de verdieping | 7de verdieping | gelijkvloers,woning | gebouw,woning:7 | gebouw:1,opname,opname:8,2022/06/08 00:00:00+00,2024/01/22 00:00:00+00,2022/06/08 00:00:00+00 | 2024/01/22 00:00:00+00,82.2545270461206,293.392465829151,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"75815,35391,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,1ste verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75816,35392,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,2de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75817,35393,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,3de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75818,35394,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,4de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75819,35395,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,5de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75820,35396,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,6de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75821,35397,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,7de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75822,37941,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,gelijkvloers,gebouw,2024/01/22 00:00:00+00,opname,82.2545270461206,293.392465829151","Auwersstraat 66, 2600 Antwerpen","Turnhoutsebaan 327, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Turnhoutsebaan 327, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21423489024747,4.441362152933266,155073.25,211589.31,1.917,1-2 km,
74.1,B,58.0,100.0,63.1,80.8,81.2,3,0,9.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Mellaertsstraat 18, 2140 Borgerhout",MELLAERTSSTRAAT,18,,,T,Borgerhout,2140,,0,3,3,74896 | 75579 | 75580,27212 | 22065 | 22066,Gelijkvloers | Verdieping 1 | Verdieping 2,woning,woning:3,opname,opname:3,2017/04/21 00:00:00+00,2017/04/21 00:00:00+00,2017/04/21 00:00:00+00,57.924011391791 | 49.4118263568869,174.699888780945 | 101.242242045973,OBJECTID | pnd_id | reg_entiteit | SHAPE_Length | SHAPE_Area,"74896,27212,MELLAERTSSTRAAT,18,,,T,Borgerhout,2140,Gelijkvloers,woning,2017/04/21 00:00:00+00,opname,57.924011391791,174.699888780945 | 75579,22065,MELLAERTSSTRAAT,18,,,T,Borgerhout,2140,Verdieping 1,woning,2017/04/21 00:00:00+00,opname,49.4118263568869,101.242242045973 | 75580,22066,MELLAERTSSTRAAT,18,,,T,Borgerhout,2140,Verdieping 2,woning,2017/04/21 00:00:00+00,opname,49.4118263568869,101.242242045973","Auwersstraat 66, 2600 Antwerpen","Mellaertsstraat 18, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Mellaertsstraat 18, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21350893621093,4.434926349013641,154623.62,211508.12,1.633,1-2 km,
73.4,B,88.3,95.0,31.5,58.6,67.0,1,0,7.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Van Luppenstraat 1, 2018 Antwerpen",VAN LUPPENSTRAAT,1,,,A,Antwerpen,2018,,0,1,1,75509,30507,eengezinswoning,woning,woning:1,opname,opname:1,2019/06/06 00:00:00+00,2019/06/06 00:00:00+00,2019/06/06 00:00:00+00,27.8178740744813,41.4627380054853,,"75509,30507,VAN LUPPENSTRAAT,1,,,A,Antwerpen,2018,eengezinswoning,woning,2019/06/06 00:00:00+00,opname,27.8178740744813,41.4627380054853","Auwersstraat 66, 2600 Antwerpen","Van Luppenstraat 1, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Van Luppenstraat 1, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.203016691268616,4.428150015533919,154151.06,210340.41,0.373,0-1 km,
73.3,B,48.4,100.0,63.1,94.7,91.9,3,0,10.0,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Gemeentestraat 10, 2060 Antwerpen",GEMEENTESTRAAT,10,,,A,Antwerpen,2060,,0,3,3,74947 | 74948 | 74949,26060 | 26061 | 26062,Handelsgelijkvloers | 1ste verdieping | 2de verdieping,gebouw | woning,woning:2 | gebouw:1,opname,opname:3,2016/06/27 00:00:00+00,2016/11/23 00:00:00+00,2016/11/23 00:00:00+00 | 2016/06/27 00:00:00+00,99.7847144361855,426.550481961906,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"74947,26060,GEMEENTESTRAAT,10,,,A,Antwerpen,2060,Handelsgelijkvloers,gebouw,2016/11/23 00:00:00+00,opname,99.7847144361855,426.550481961906 | 74948,26061,GEMEENTESTRAAT,10,,,A,Antwerpen,2060,1ste verdieping,woning,2016/06/27 00:00:00+00,opname,99.7847144361855,426.550481961906 | 74949,26062,GEMEENTESTRAAT,10,,,A,Antwerpen,2060,2de verdieping,woning,2016/06/27 00:00:00+00,opname,99.7847144361855,426.550481961906","Auwersstraat 66, 2600 Antwerpen","Gemeentestraat 10, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"Gemeentestraat 10, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21899962068888,4.41899545586892,153510.01,212118.1,2.178,2-5 km,
73.1,B,81.1,78.2,31.5,93.8,95.4,1,0,4.6,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Isabellalei 115, 2018 Antwerpen",ISABELLALEI,115,,,A,Antwerpen,2018,,0,1,1,75741,34420,glv + achter 1/2/3 verdiep,gebouw,gebouw:1,opname,opname:1,2021/12/02 00:00:00+00,2021/12/02 00:00:00+00,2021/12/02 00:00:00+00,118.689411363926,401.98420644905,,"75741,34420,ISABELLALEI,115,,,A,Antwerpen,2018,glv + achter 1/2/3 verdiep,gebouw,2021/12/02 00:00:00+00,opname,118.689411363926,401.98420644905","Auwersstraat 66, 2600 Antwerpen","Isabellalei 115, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Isabellalei 115, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20329977745778,4.418868713400794,153502.35,210371.42,0.627,0-1 km,
73.0,B,61.7,94.2,50.0,89.9,88.4,2,0,6.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Koxplein 15, 2140 Borgerhout",KOXPLEIN,15,,,T,Borgerhout,2140,,0,2,2,75045 | 75046,30803 | 31738,gelijkvloers rechts | gelijkvloers links,gebouw,gebouw:2,opname,opname:2,2019/07/29 00:00:00+00,2020/02/25 00:00:00+00,2019/07/29 00:00:00+00 | 2020/02/25 00:00:00+00,83.3561717053089,314.629287131484,OBJECTID | pnd_id | reg_entiteit | reg_opnamedatum,"75045,30803,KOXPLEIN,15,,,T,Borgerhout,2140,gelijkvloers rechts,gebouw,2019/07/29 00:00:00+00,opname,83.3561717053089,314.629287131484 | 75046,31738,KOXPLEIN,15,,,T,Borgerhout,2140,gelijkvloers links,gebouw,2020/02/25 00:00:00+00,opname,83.3561717053089,314.629287131484","Auwersstraat 66, 2600 Antwerpen","Koxplein 15, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Koxplein 15, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.2118555740426,4.434345547651366,154583.2,211324.14,1.447,1-2 km,
72.7,B,62.9,99.2,31.5,100.0,94.4,1,0,7.8,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Provinciestraat 169-173, 2018 Antwerpen",PROVINCIESTRAAT,169,173,,A,Antwerpen,2018,,0,1,1,75032,29131,handelsgelijkvloers links,gebouw,gebouw:1,opname,opname:1,2018/08/30 00:00:00+00,2018/08/30 00:00:00+00,2018/08/30 00:00:00+00,112.840813457653,645.952654245528,,"75032,29131,PROVINCIESTRAAT,169,173,,A,Antwerpen,2018,handelsgelijkvloers links,gebouw,2018/08/30 00:00:00+00,opname,112.840813457653,645.952654245528","Auwersstraat 66, 2600 Antwerpen","Provinciestraat 169, 2018 Antwerpen",eerste_huisnummer,gevonden,hoog,"Provinciestraat 169, 2018 Antwerpen",basisregisters_huisnummer_aangeduidDoorBeheerder,51.21244706836783,4.426212048836784,154014.79,211389.47,1.392,1-2 km,
72.6,B,72.0,84.4,31.5,100.0,100.0,1,0,5.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Rodekruislaan 4, 2600 Berchem",RODEKRUISLAAN,4,,42,R,Berchem,2600,42,1,1,1,74921,33052,2de verdieping D/E,woning,woning:1,opname,opname:1,2021/02/12 00:00:00+00,2021/02/12 00:00:00+00,2021/02/12 00:00:00+00,329.273768580335,5744.31364197992,,"74921,33052,RODEKRUISLAAN,4,,42,R,Berchem,2600,2de verdieping D/E,woning,2021/02/12 00:00:00+00,opname,329.273768580335,5744.31364197992","Auwersstraat 66, 2600 Antwerpen","Rodekruislaan 4, 2600 Antwerpen",volledig_huisnummer,gevonden,hoog,"Rodekruislaan 4, 2600 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20191819485266,4.439786575315295,154964.48,210218.92,0.985,0-1 km,
72.5,B,72.4,94.4,31.5,83.7,89.5,1,0,7.0,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Lange Leemstraat 164, 2018 Antwerpen",LANGE LEEMSTRAAT,164,,,A,Antwerpen,2018,,0,1,1,75000,30696,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2019/07/16 00:00:00+00,2019/07/16 00:00:00+00,2019/07/16 00:00:00+00,88.0783458086423,210.758960936106,,"75000,30696,LANGE LEEMSTRAAT,164,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2019/07/16 00:00:00+00,opname,88.0783458086423,210.758960936106","Auwersstraat 66, 2600 Antwerpen","Lange Leemstraat 164, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Lange Leemstraat 164, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.206148642360525,4.4163498985014495,153326.1,210688.25,0.969,0-1 km,
72.3,B,44.4,100.0,88.6,68.1,72.7,6,0,11.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Duinstraat 10-12, 2060 Antwerpen",DUINSTRAAT,10,12,,A,Antwerpen,2060,,0,6,4,74843 | 74844 | 75581 | 75582 | 75583 | 75584,22620 | 28585 | 28586 | 28587,Handelsgelijkvloers | woning 1 | woning 2 | woning 3,gebouw | woning,woning:4 | gebouw:2,opname,opname:6,2014/10/23 00:00:00+00,2018/04/20 00:00:00+00,2014/10/23 00:00:00+00 | 2018/04/20 00:00:00+00,37.42607354086 | 34.1182292789662,77.245516313054 | 54.4928864378877,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum | SHAPE_Length | SHAPE_Area,"74843,22620,DUINSTRAAT,10,12,,A,Antwerpen,2060,Handelsgelijkvloers,gebouw,2014/10/23 00:00:00+00,opname,37.42607354086,77.245516313054 | 74844,28585,DUINSTRAAT,10,12,,A,Antwerpen,2060,woning 1,woning,2018/04/20 00:00:00+00,opname,37.42607354086,77.245516313054 | 75581,22620,DUINSTRAAT,10,12,,A,Antwerpen,2060,Handelsgelijkvloers,gebouw,2014/10/23 00:00:00+00,opname,34.1182292789662,54.4928864378877 | 75582,28585,DUINSTRAAT,10,12,,A,Antwerpen,2060,woning 1,woning,2018/04/20 00:00:00+00,opname,34.1182292789662,54.4928864378877 | 75583,28586,DUINSTRAAT,10,12,,A,Antwerpen,2060,woning 2,woning,2018/04/20 00:00:00+00,opname,34.1182292789662,54.4928864378877 | 75584,28587,DUINSTRAAT,10,12,,A,Antwerpen,2060,woning 3,woning,2018/04/20 00:00:00+00,opname,34.1182292789662,54.4928864378877","Auwersstraat 66, 2600 Antwerpen","Duinstraat 10, 2060 Antwerpen",eerste_huisnummer,gevonden,hoog,"Duinstraat 10, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22180711973021,4.426800559268984,154055.09,212430.85,2.434,2-5 km,
72.0,B,75.2,100.0,31.5,69.3,76.2,1,0,8.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Lange Altaarstraat 31, 2018 Antwerpen",LANGE ALTAARSTRAAT,31,,,A,Antwerpen,2018,,0,1,1,75097,28426,2de en 3de verdiep,woning,woning:1,opname,opname:1,2018/03/16 00:00:00+00,2018/03/16 00:00:00+00,2018/03/16 00:00:00+00,44.745934108946,83.1967092324043,,"75097,28426,LANGE ALTAARSTRAAT,31,,,A,Antwerpen,2018,2de en 3de verdiep,woning,2018/03/16 00:00:00+00,opname,44.745934108946,83.1967092324043","Auwersstraat 66, 2600 Antwerpen","Lange Altaarstraat 31, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Lange Altaarstraat 31, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20639404892253,4.43267653034545,154467.1,210716.42,0.855,0-1 km,
72.0,B,38.5,100.0,73.2,94.9,93.1,4,0,8.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Minderbroedersrui 41, 2000 Antwerpen",MINDERBROEDERSRUI,41,,,A,Antwerpen,2000,101 | 201 | 202,3,4,4,75283 | 75284 | 75285 | 75286,28735 | 32327 | 32328 | 32329,handelsgelijkvloers | 1ste verdieping | 2de verdieping,gebouw | woning,woning:3 | gebouw:1,opname,opname:4,2018/05/23 00:00:00+00,2020/07/24 00:00:00+00,2018/05/23 00:00:00+00 | 2020/07/24 00:00:00+00,105.568861321677,433.968953430435,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"75283,28735,MINDERBROEDERSRUI,41,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2018/05/23 00:00:00+00,opname,105.568861321677,433.968953430435 | 75284,32327,MINDERBROEDERSRUI,41,,101,A,Antwerpen,2000,1ste verdieping,woning,2020/07/24 00:00:00+00,opname,105.568861321677,433.968953430435 | 75285,32328,MINDERBROEDERSRUI,41,,201,A,Antwerpen,2000,2de verdieping,woning,2020/07/24 00:00:00+00,opname,105.568861321677,433.968953430435 | 75286,32329,MINDERBROEDERSRUI,41,,202,A,Antwerpen,2000,2de verdieping,woning,2020/07/24 00:00:00+00,opname,105.568861321677,433.968953430435","Auwersstraat 66, 2600 Antwerpen","Minderbroedersrui 41, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Minderbroedersrui 41, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.222074189177974,4.405246982437508,152549.26,212459.59,2.861,2-5 km,
71.8,B,83.6,95.4,31.5,59.1,66.6,1,0,7.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Driekoningenstraat 88, 2600 Berchem",DRIEKONINGENSTRAAT,88,,,R,Berchem,2600,,0,1,1,75421,7632,nvt,gebouw,gebouw:1,opname,opname:1,2019/05/16 00:00:00+00,2019/05/16 00:00:00+00,2019/05/16 00:00:00+00,27.2087232935853,42.8098068504941,,"75421,7632,DRIEKONINGENSTRAAT,88,,,R,Berchem,2600,nvt,gebouw,2019/05/16 00:00:00+00,opname,27.2087232935853,42.8098068504941","Auwersstraat 66, 2600 Antwerpen","Driekoningenstraat 88, 2600 Antwerpen",volledig_huisnummer,gevonden,hoog,"Driekoningenstraat 88, 2600 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.196268402209554,4.42105398027477,153655.64,209589.26,0.537,0-1 km,
71.8,B,68.1,100.0,31.5,83.6,82.3,1,0,12.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Plantin En Moretuslei 131, 2140 Borgerhout",PLANTIN EN MORETUSLEI,131,,,T,Borgerhout,2140,,0,1,1,75303,20615,Gelijkvloers,woning,woning:1,opname,opname:1,2014/02/10 00:00:00+00,2014/02/10 00:00:00+00,2014/02/10 00:00:00+00,61.2431760686834,209.863256651461,,"75303,20615,PLANTIN EN MORETUSLEI,131,,,T,Borgerhout,2140,Gelijkvloers,woning,2014/02/10 00:00:00+00,opname,61.2431760686834,209.863256651461","Auwersstraat 66, 2600 Antwerpen","Plantin En Moretuslei 131, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Plantin en Moretuslei 131, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21020999348932,4.428259596761084,154158.07,211140.7,1.154,1-2 km,
71.8,B,31.2,91.0,100.0,92.0,88.6,8,0,6.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sint-Aldegondiskaai 18, 2000 Antwerpen",SINT-ALDEGONDISKAAI,18,,,A,Antwerpen,2000,,0,8,8,75682 | 75683 | 75684 | 75685 | 75686 | 75687 | 75688 | 75689,31647 | 31649 | 31650 | 31651 | 31652 | 31653 | 31654 | 31655,gelijkvloers links | 1ste verdiep | 2de verdiep | 3de verdiep (links) | 3de verdiep (rechts) | 4de verdiep (links) | 4de verdiep (rechts) | 5de verdiep,gebouw | woning,woning:5 | gebouw:3,opname,opname:8,2020/02/12 00:00:00+00,2020/02/12 00:00:00+00,2020/02/12 00:00:00+00,84.1942168299283,359.456496059927,OBJECTID | pnd_id | reg_entiteit | reg_aard,"75682,31647,SINT-ALDEGONDISKAAI,18,,,A,Antwerpen,2000,gelijkvloers links,gebouw,2020/02/12 00:00:00+00,opname,84.1942168299283,359.456496059927 | 75683,31649,SINT-ALDEGONDISKAAI,18,,,A,Antwerpen,2000,1ste verdiep,gebouw,2020/02/12 00:00:00+00,opname,84.1942168299283,359.456496059927 | 75684,31650,SINT-ALDEGONDISKAAI,18,,,A,Antwerpen,2000,2de verdiep,gebouw,2020/02/12 00:00:00+00,opname,84.1942168299283,359.456496059927 | 75685,31651,SINT-ALDEGONDISKAAI,18,,,A,Antwerpen,2000,3de verdiep (links),woning,2020/02/12 00:00:00+00,opname,84.1942168299283,359.456496059927 | 75686,31652,SINT-ALDEGONDISKAAI,18,,,A,Antwerpen,2000,3de verdiep (rechts),woning,2020/02/12 00:00:00+00,opname,84.1942168299283,359.456496059927 | 75687,31653,SINT-ALDEGONDISKAAI,18,,,A,Antwerpen,2000,4de verdiep (links),woning,2020/02/12 00:00:00+00,opname,84.1942168299283,359.456496059927 | 75688,31654,SINT-ALDEGONDISKAAI,18,,,A,Antwerpen,2000,4de verdiep (rechts),woning,2020/02/12 00:00:00+00,opname,84.1942168299283,359.456496059927 | 75689,31655,SINT-ALDEGONDISKAAI,18,,,A,Antwerpen,2000,5de verdiep,woning,2020/02/12 00:00:00+00,opname,84.1942168299283,359.456496059927","Auwersstraat 66, 2600 Antwerpen","Sint-Aldegondiskaai 18, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sint-Aldegondiskaai 18, 2000 Antwerpen",basisregisters_huisnummer_aangeduidDoorBeheerder,51.22781075352134,4.40286875952129,152382.81,213097.73,3.499,2-5 km,
71.5,B,53.4,99.1,63.1,76.6,77.5,3,0,7.8,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Quellinstraat 56, 2018 Antwerpen",QUELLINSTRAAT,56,,,A,Antwerpen,2018,,0,3,3,75176 | 75177 | 75178,28565 | 29208 | 29209,handelsgelijkvloers | woning 1 | woning 2,gebouw | woning,woning:2 | gebouw:1,opname,opname:3,2018/09/07 00:00:00+00,2018/09/07 00:00:00+00,2018/09/07 00:00:00+00,47.84625733055,133.382373322137,OBJECTID | pnd_id | reg_entiteit | reg_aard,"75176,28565,QUELLINSTRAAT,56,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2018/09/07 00:00:00+00,opname,47.84625733055,133.382373322137 | 75177,29208,QUELLINSTRAAT,56,,,A,Antwerpen,2018,woning 1,woning,2018/09/07 00:00:00+00,opname,47.84625733055,133.382373322137 | 75178,29209,QUELLINSTRAAT,56,,,A,Antwerpen,2018,woning 2,woning,2018/09/07 00:00:00+00,opname,47.84625733055,133.382373322137","Auwersstraat 66, 2600 Antwerpen","Quellinstraat 56, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Quellinstraat 56, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21555566245989,4.41567053433688,153277.95,211734.79,1.884,1-2 km,
