adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig
"Statiestraat 118, 2600 Berchem",STATIESTRAAT,118,,,R,Berchem,2600,1,1,75618,51641,gelijkvloers,gebouw,gebouw:1,kennisgeving,kennisgeving:1,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,46.6971281383603,93.4501044374504,,"75618,51641,STATIESTRAAT,118,,,R,Berchem,2600,gelijkvloers,gebouw,2026/02/02 00:00:00+00,kennisgeving,46.6971281383603,93.4501044374504"
"Statiestraat 126, 2600 Berchem",STATIESTRAAT,126,,,R,Berchem,2600,1,1,74963,40224,volledig pand,woning,woning:1,opname,opname:1,2025/05/22 00:00:00+00,2025/05/22 00:00:00+00,2025/05/22 00:00:00+00,46.5394232789299,88.5888557161447,,"74963,40224,STATIESTRAAT,126,,,R,Berchem,2600,volledig pand,woning,2025/05/22 00:00:00+00,opname,46.5394232789299,88.5888557161447"
"Statiestraat 163, 2600 Berchem",STATIESTRAAT,163,,,R,Berchem,2600,1,1,75620,52646,gelijkvloers,gebouw,gebouw:1,kennisgeving,kennisgeving:1,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,43.3057583969462,73.0993484691119,,"75620,52646,STATIESTRAAT,163,,,R,Berchem,2600,gelijkvloers,gebouw,2026/02/02 00:00:00+00,kennisgeving,43.3057583969462,73.0993484691119"
"Statiestraat 43-45, 2600 Berchem",STATIESTRAAT,43,45,,R,Berchem,2600,1,1,74913,51420,gelijkvloers,gebouw,gebouw:1,beroepOpname,beroepOpname:1,2026/01/19 00:00:00+00,2026/01/19 00:00:00+00,2026/01/19 00:00:00+00,71.521994776615,244.467699643519,,"74913,51420,STATIESTRAAT,43,45,,R,Berchem,2600,gelijkvloers,gebouw,2026/01/19 00:00:00+00,beroepOpname,71.521994776615,244.467699643519"
"Statiestraat 69, 2600 Berchem",STATIESTRAAT,69,,,R,Berchem,2600,1,1,75552,51421,gelijkvloers,gebouw,gebouw:1,kennisgeving,kennisgeving:1,2026/01/19 00:00:00+00,2026/01/19 00:00:00+00,2026/01/19 00:00:00+00,47.2300917872798,92.0878139874444,,"75552,51421,STATIESTRAAT,69,,,R,Berchem,2600,gelijkvloers,gebouw,2026/01/19 00:00:00+00,kennisgeving,47.2300917872798,92.0878139874444"
"Statiestraat 88, 2600 Berchem",STATIESTRAAT,88,,,R,Berchem,2600,1,1,75099,51627,gelijkvloers,gebouw,gebouw:1,kennisgeving,kennisgeving:1,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,91.1301162841983,215.103468619553,,"75099,51627,STATIESTRAAT,88,,,R,Berchem,2600,gelijkvloers,gebouw,2026/02/02 00:00:00+00,kennisgeving,91.1301162841983,215.103468619553"
"Valkenputstraat 61, 2600 Berchem",VALKENPUTSTRAAT,61,,,R,Berchem,2600,1,1,74900,46381,volledig pand,woning,woning:1,opname,opname:1,2025/06/17 00:00:00+00,2025/06/17 00:00:00+00,2025/06/17 00:00:00+00,91.3632613363622,364.949047900007,,"74900,46381,VALKENPUTSTRAAT,61,,,R,Berchem,2600,volledig pand,woning,2025/06/17 00:00:00+00,opname,91.3632613363622,364.949047900007"
"Valkenputstraat 73, 2600 Berchem",VALKENPUTSTRAAT,73,,,R,Berchem,2600,1,1,75076,52730,volledig pand,woning,woning:1,kennisgeving,kennisgeving:1,2026/02/09 00:00:00+00,2026/02/09 00:00:00+00,2026/02/09 00:00:00+00,72.6911303265567,251.378869267817,,"75076,52730,VALKENPUTSTRAAT,73,,,R,Berchem,2600,volledig pand,woning,2026/02/09 00:00:00+00,kennisgeving,72.6911303265567,251.378869267817"
"Valkenputstraat 80, 2600 Berchem",VALKENPUTSTRAAT,80,,,R,Berchem,2600,1,1,74892,52728,volledig pand,woning,woning:1,kennisgeving,kennisgeving:1,2026/02/09 00:00:00+00,2026/02/09 00:00:00+00,2026/02/09 00:00:00+00,82.3817275327647,209.001784838851,,"74892,52728,VALKENPUTSTRAAT,80,,,R,Berchem,2600,volledig pand,woning,2026/02/09 00:00:00+00,kennisgeving,82.3817275327647,209.001784838851"
"Valkenputstraat 82, 2600 Berchem",VALKENPUTSTRAAT,82,,,R,Berchem,2600,1,1,75794,46872,volledig pand,woning,woning:1,opname,opname:1,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,82.8344998551879,215.374291960207,,"75794,46872,VALKENPUTSTRAAT,82,,,R,Berchem,2600,volledig pand,woning,2025/07/22 00:00:00+00,opname,82.8344998551879,215.374291960207"
"Valkenputstraat 84, 2600 Berchem",VALKENPUTSTRAAT,84,,,R,Berchem,2600,1,1,74959,46879,volledig pand,woning,woning:1,opname,opname:1,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,82.3836728306935,205.532795902631,,"74959,46879,VALKENPUTSTRAAT,84,,,R,Berchem,2600,volledig pand,woning,2025/07/22 00:00:00+00,opname,82.3836728306935,205.532795902631"
"Van Campenhoutstraat 51, 2600 Berchem",VAN CAMPENHOUTSTRAAT,51,,,R,Berchem,2600,1,1,75282,28152,nvt,gebouw,gebouw:1,opname,opname:1,2017/12/20 00:00:00+00,2017/12/20 00:00:00+00,2017/12/20 00:00:00+00,41.8476422948845,111.618756116902,,"75282,28152,VAN CAMPENHOUTSTRAAT,51,,,R,Berchem,2600,nvt,gebouw,2017/12/20 00:00:00+00,opname,41.8476422948845,111.618756116902"
"Van Vaerenberghstraat 68, 2600 Berchem",VAN VAERENBERGHSTRAAT,68,,,R,Berchem,2600,1,1,75733,27189,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2017/04/07 00:00:00+00,2017/04/07 00:00:00+00,2017/04/07 00:00:00+00,36.0871855695215,64.2657173710017,,"75733,27189,VAN VAERENBERGHSTRAAT,68,,,R,Berchem,2600,handelsgelijkvloers,gebouw,2017/04/07 00:00:00+00,opname,36.0871855695215,64.2657173710017"
"Vijfhoekstraat 33, 2600 Berchem",VIJFHOEKSTRAAT,33,,,R,Berchem,2600,1,1,75828,51280,volledig pand,woning,woning:1,kennisgeving,kennisgeving:1,2026/01/13 00:00:00+00,2026/01/13 00:00:00+00,2026/01/13 00:00:00+00,31.4820684810765,54.6578735280949,,"75828,51280,VIJFHOEKSTRAAT,33,,,R,Berchem,2600,volledig pand,woning,2026/01/13 00:00:00+00,kennisgeving,31.4820684810765,54.6578735280949"
"Berkenlaan 7, 2610 Wilrijk",BERKENLAAN,7,,,W,Wilrijk,2610,1,1,75329,44619,Volledig pand,woning,woning:1,opname,opname:1,2025/09/16 00:00:00+00,2025/09/16 00:00:00+00,2025/09/16 00:00:00+00,160.362902726058,1343.75392579713,,"75329,44619,BERKENLAAN,7,,,W,Wilrijk,2610,Volledig pand,woning,2025/09/16 00:00:00+00,opname,160.362902726058,1343.75392579713"
"Boomsesteenweg 467, 2610 Wilrijk",BOOMSESTEENWEG,467,,,W,Wilrijk,2610,1,1,75017,44815,Volledig pand,woning,woning:1,opname,opname:1,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,73.4974699450006,220.309660993455,,"75017,44815,BOOMSESTEENWEG,467,,,W,Wilrijk,2610,Volledig pand,woning,2025/10/30 00:00:00+00,opname,73.4974699450006,220.309660993455"
"Boomsesteenweg 643, 2610 Wilrijk",BOOMSESTEENWEG,643,,,W,Wilrijk,2610,1,1,75096,34291,volledig pand,woning,woning:1,opname,opname:1,2021/11/09 00:00:00+00,2021/11/09 00:00:00+00,2021/11/09 00:00:00+00,36.8904467931099,75.4882646009379,,"75096,34291,BOOMSESTEENWEG,643,,,W,Wilrijk,2610,volledig pand,woning,2021/11/09 00:00:00+00,opname,36.8904467931099,75.4882646009379"
"Chrysantenstraat 91, 2610 Wilrijk",CHRYSANTENSTRAAT,91,,,W,Wilrijk,2610,1,1,75419,39644,volledig pand,gebouw,gebouw:1,opname,opname:1,2024/07/15 00:00:00+00,2024/07/15 00:00:00+00,2024/07/15 00:00:00+00,68.5338700054052,191.768512663426,,"75419,39644,CHRYSANTENSTRAAT,91,,,W,Wilrijk,2610,volledig pand,gebouw,2024/07/15 00:00:00+00,opname,68.5338700054052,191.768512663426"
"Damhertenlaan 16, 2610 Wilrijk",DAMHERTENLAAN,16,,,W,Wilrijk,2610,1,1,75560,40454,volledig pand,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2024/10/22 00:00:00+00,2024/10/22 00:00:00+00,2024/10/22 00:00:00+00,89.4735992066832,315.686990362511,,"75560,40454,DAMHERTENLAAN,16,,,W,Wilrijk,2610,volledig pand,woning,2024/10/22 00:00:00+00,aanvraagschrapping,89.4735992066832,315.686990362511"
"Damhertenlaan 53, 2610 Wilrijk",DAMHERTENLAAN,53,,,W,Wilrijk,2610,1,1,75269,35535,huis,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2024/10/24 00:00:00+00,2024/10/24 00:00:00+00,2024/10/24 00:00:00+00,87.4565731320504,225.288560935929,,"75269,35535,DAMHERTENLAAN,53,,,W,Wilrijk,2610,huis,woning,2024/10/24 00:00:00+00,aanvraagschrapping,87.4565731320504,225.288560935929"
"Doornstraat 161-2, 2610 Wilrijk",DOORNSTRAAT,161,2,,W,Wilrijk,2610,1,1,75644,44854,2e rechts,woning,woning:1,kennisgeving,kennisgeving:1,2026/01/30 00:00:00+00,2026/01/30 00:00:00+00,2026/01/30 00:00:00+00,62.3458367638464,214.975905913223,,"75644,44854,DOORNSTRAAT,161,2,,W,Wilrijk,2610,2e rechts,woning,2026/01/30 00:00:00+00,kennisgeving,62.3458367638464,214.975905913223"
"Doornstraat 181, 2610 Wilrijk",DOORNSTRAAT,181,,,W,Wilrijk,2610,1,1,75230,33096,volledig pand,woning,woning:1,opname,opname:1,2021/04/07 00:00:00+00,2021/04/07 00:00:00+00,2021/04/07 00:00:00+00,84.2286060016036,182.51973490295,,"75230,33096,DOORNSTRAAT,181,,,W,Wilrijk,2610,volledig pand,woning,2021/04/07 00:00:00+00,opname,84.2286060016036,182.51973490295"
"Druivenstraat 15, 2610 Wilrijk",DRUIVENSTRAAT,15,,,W,Wilrijk,2610,1,1,75226,26086,nvt,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2016/09/09 00:00:00+00,2016/09/09 00:00:00+00,2016/09/09 00:00:00+00,119.294062444011,343.264862175903,,"75226,26086,DRUIVENSTRAAT,15,,,W,Wilrijk,2610,nvt,woning,2016/09/09 00:00:00+00,aanvraagschrapping,119.294062444011,343.264862175903"
"Floraliënlaan 444, 2610 Wilrijk",FLORALIËNLAAN,444,,,W,Wilrijk,2610,1,1,75427,27016,1ste verdiep links,woning,woning:1,opname,opname:1,2017/04/06 00:00:00+00,2017/04/06 00:00:00+00,2017/04/06 00:00:00+00,81.6050141204965,394.471469438611,,"75427,27016,FLORALIËNLAAN,444,,,W,Wilrijk,2610,1ste verdiep links,woning,2017/04/06 00:00:00+00,opname,81.6050141204965,394.471469438611"
"Floraliënlaan 444-201, 2610 Wilrijk",FLORALIËNLAAN,444,201,,W,Wilrijk,2610,1,1,75428,33486,2de verdieping links,woning,woning:1,opname,opname:1,2021/05/26 00:00:00+00,2021/05/26 00:00:00+00,2021/05/26 00:00:00+00,81.6050141204965,394.471469438611,,"75428,33486,FLORALIËNLAAN,444,201,,W,Wilrijk,2610,2de verdieping links,woning,2021/05/26 00:00:00+00,opname,81.6050141204965,394.471469438611"
"Gemzenstraat 30-1, 2610 Wilrijk",GEMZENSTRAAT,30,1,,W,Wilrijk,2610,1,1,75792,44947,Gelijkvloers,woning,woning:1,opname,opname:1,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,71.4996827881921,201.806512077672,,"75792,44947,GEMZENSTRAAT,30,1,,W,Wilrijk,2610,Gelijkvloers,woning,2025/10/30 00:00:00+00,opname,71.4996827881921,201.806512077672"
"Godshuisstraat 56, 2610 Wilrijk",GODSHUISSTRAAT,56,,,W,Wilrijk,2610,1,1,75112,26701,nvt,woning,woning:1,opname,opname:1,2016/12/06 00:00:00+00,2016/12/06 00:00:00+00,2016/12/06 00:00:00+00,75.9176334531547,191.00866864166,,"75112,26701,GODSHUISSTRAAT,56,,,W,Wilrijk,2610,nvt,woning,2016/12/06 00:00:00+00,opname,75.9176334531547,191.00866864166"
"Groenenborgerlaan 67, 2610 Wilrijk",GROENENBORGERLAAN,67,,,W,Wilrijk,2610,1,1,75319,29051,nvt,woning,woning:1,opname,opname:1,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,62.4144913226831,168.950435414905,,"75319,29051,GROENENBORGERLAAN,67,,,W,Wilrijk,2610,nvt,woning,2019/02/07 00:00:00+00,opname,62.4144913226831,168.950435414905"
"Heistraat 67, 2610 Wilrijk",HEISTRAAT,67,,,W,Wilrijk,2610,1,1,75205,35871,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/10/03 00:00:00+00,2022/10/03 00:00:00+00,2022/10/03 00:00:00+00,172.816477205309,1353.06676435883,,"75205,35871,HEISTRAAT,67,,,W,Wilrijk,2610,gelijkvloers,gebouw,2022/10/03 00:00:00+00,opname,172.816477205309,1353.06676435883"
"Heldenplein 19-201, 2610 Wilrijk",HELDENPLEIN,19,201,,W,Wilrijk,2610,1,1,74966,44978,2E VERDIEPING,woning,woning:1,kennisgeving,kennisgeving:1,2026/01/29 00:00:00+00,2026/01/29 00:00:00+00,2026/01/29 00:00:00+00,73.6813806868123,218.164224385388,,"74966,44978,HELDENPLEIN,19,201,,W,Wilrijk,2610,2E VERDIEPING,woning,2026/01/29 00:00:00+00,kennisgeving,73.6813806868123,218.164224385388"
"Jachtlaan 39, 2610 Wilrijk",JACHTLAAN,39,,,W,Wilrijk,2610,1,1,75088,39810,volledig pand,woning,woning:1,opname,opname:1,2024/08/02 00:00:00+00,2024/08/02 00:00:00+00,2024/08/02 00:00:00+00,125.230500677553,899.163937698916,,"75088,39810,JACHTLAAN,39,,,W,Wilrijk,2610,volledig pand,woning,2024/08/02 00:00:00+00,opname,125.230500677553,899.163937698916"
"Jules Moretuslei 128, 2610 Wilrijk",JULES MORETUSLEI,128,,,W,Wilrijk,2610,1,1,75702,36689,volledig pand,woning,woning:1,opname,opname:1,2023/08/23 00:00:00+00,2023/08/23 00:00:00+00,2023/08/23 00:00:00+00,201.225507915495,1378.66627776395,,"75702,36689,JULES MORETUSLEI,128,,,W,Wilrijk,2610,volledig pand,woning,2023/08/23 00:00:00+00,opname,201.225507915495,1378.66627776395"
"Jules Moretuslei 288, 2610 Wilrijk",JULES MORETUSLEI,288,,,W,Wilrijk,2610,1,1,75599,27843,handelsgelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2017/10/20 00:00:00+00,2017/10/20 00:00:00+00,2017/10/20 00:00:00+00,42.7382470377985,113.652812585708,,"75599,27843,JULES MORETUSLEI,288,,,W,Wilrijk,2610,handelsgelijkvloers,gebouw,2017/10/20 00:00:00+00,aanvraagschrapping,42.7382470377985,113.652812585708"
"Jules Moretuslei 290-294, 2610 Wilrijk",JULES MORETUSLEI,290,294,,W,Wilrijk,2610,2,2,75056 | 75057,37070 | 37073,gelijkvloers | 1ste en 2de verdieping,gebouw | woning,gebouw:1 | woning:1,opname,opname:2,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,66.6952393700676,267.655031698923,OBJECTID | pnd_id | reg_entiteit | reg_aard,"75056,37070,JULES MORETUSLEI,290,294,,W,Wilrijk,2610,gelijkvloers,gebouw,2023/11/02 00:00:00+00,opname,66.6952393700676,267.655031698923 | 75057,37073,JULES MORETUSLEI,290,294,,W,Wilrijk,2610,1ste en 2de verdieping,woning,2023/11/02 00:00:00+00,opname,66.6952393700676,267.655031698923"
"Kernenergiestraat 79, 2610 Wilrijk",KERNENERGIESTRAAT,79,,,W,Wilrijk,2610,1,1,75306,40747,volledig pand,woning,woning:1,opname,opname:1,2024/12/16 00:00:00+00,2024/12/16 00:00:00+00,2024/12/16 00:00:00+00,130.754013281694,1064.64580570644,,"75306,40747,KERNENERGIESTRAAT,79,,,W,Wilrijk,2610,volledig pand,woning,2024/12/16 00:00:00+00,opname,130.754013281694,1064.64580570644"
"Koning Albertstraat 43, 2610 Wilrijk",KONING ALBERTSTRAAT,43,,,W,Wilrijk,2610,1,1,75009,39198,volledig pand,woning,woning:1,opname,opname:1,2024/06/03 00:00:00+00,2024/06/03 00:00:00+00,2024/06/03 00:00:00+00,76.4563852418497,163.950639202126,,"75009,39198,KONING ALBERTSTRAAT,43,,,W,Wilrijk,2610,volledig pand,woning,2024/06/03 00:00:00+00,opname,76.4563852418497,163.950639202126"
"Koningin Elisabethstraat 33-101, 2610 Wilrijk",KONINGIN ELISABETHSTRAAT,33,101,,W,Wilrijk,2610,1,1,75567,46105,1e+2e verdieping,woning,woning:1,opname,opname:1,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,84.7786001681506,182.299835463481,,"75567,46105,KONINGIN ELISABETHSTRAAT,33,101,,W,Wilrijk,2610,1e+2e verdieping,woning,2025/10/30 00:00:00+00,opname,84.7786001681506,182.299835463481"
"Koornbloemplein 11, 2610 Wilrijk",KOORNBLOEMPLEIN,11,,,W,Wilrijk,2610,1,1,75193,34218,volledig pand,woning,woning:1,opname,opname:1,2021/10/07 00:00:00+00,2021/10/07 00:00:00+00,2021/10/07 00:00:00+00,125.449038815259,422.51111734479,,"75193,34218,KOORNBLOEMPLEIN,11,,,W,Wilrijk,2610,volledig pand,woning,2021/10/07 00:00:00+00,opname,125.449038815259,422.51111734479"
"Koornbloemstraat 93, 2610 Wilrijk",KOORNBLOEMSTRAAT,93,,,W,Wilrijk,2610,1,1,75633,33344,ééngezinswoning,woning,woning:1,opname,opname:1,2021/04/09 00:00:00+00,2021/04/09 00:00:00+00,2021/04/09 00:00:00+00,97.9101889103926,234.818858575693,,"75633,33344,KOORNBLOEMSTRAAT,93,,,W,Wilrijk,2610,ééngezinswoning,woning,2021/04/09 00:00:00+00,opname,97.9101889103926,234.818858575693"
"Letterkundestraat 2, 2610 Wilrijk",LETTERKUNDESTRAAT,2,,,W,Wilrijk,2610,1,1,75015,32170,woning (1+2 verdieping),woning,woning:1,opname,opname:1,2020/08/26 00:00:00+00,2020/08/26 00:00:00+00,2020/08/26 00:00:00+00,51.277246543643,152.994396706364,,"75015,32170,LETTERKUNDESTRAAT,2,,,W,Wilrijk,2610,woning (1+2 verdieping),woning,2020/08/26 00:00:00+00,opname,51.277246543643,152.994396706364"
"Olmenlaan 4, 2610 Wilrijk",OLMENLAAN,4,,,W,Wilrijk,2610,1,1,75592,46253,vOLLEDIG PAND,woning,woning:1,opname,opname:1,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,298.294211742776,3367.40015264317,,"75592,46253,OLMENLAAN,4,,,W,Wilrijk,2610,vOLLEDIG PAND,woning,2025/10/30 00:00:00+00,opname,298.294211742776,3367.40015264317"
"Oosterveldlaan 161, 2610 Wilrijk",OOSTERVELDLAAN,161,,,W,Wilrijk,2610,1,1,75615,32969,volledig pand,woning,woning:1,opname,opname:1,2021/06/24 00:00:00+00,2021/06/24 00:00:00+00,2021/06/24 00:00:00+00,77.8130104839243,233.940232739303,,"75615,32969,OOSTERVELDLAAN,161,,,W,Wilrijk,2610,volledig pand,woning,2021/06/24 00:00:00+00,opname,77.8130104839243,233.940232739303"
"Oudebaan 103, 2610 Wilrijk",OUDEBAAN,103,,,W,Wilrijk,2610,1,1,75391,36030,volledig pand,woning,woning:1,opname,opname:1,2022/12/05 00:00:00+00,2022/12/05 00:00:00+00,2022/12/05 00:00:00+00,105.366416481751,251.192365455132,,"75391,36030,OUDEBAAN,103,,,W,Wilrijk,2610,volledig pand,woning,2022/12/05 00:00:00+00,opname,105.366416481751,251.192365455132"
"Overwinningstraat 61, 2610 Wilrijk",OVERWINNINGSTRAAT,61,,,W,Wilrijk,2610,1,1,75617,36251,volledig pand,woning,woning:1,opname,opname:1,2023/06/21 00:00:00+00,2023/06/21 00:00:00+00,2023/06/21 00:00:00+00,134.245879742908,635.107119387212,,"75617,36251,OVERWINNINGSTRAAT,61,,,W,Wilrijk,2610,volledig pand,woning,2023/06/21 00:00:00+00,opname,134.245879742908,635.107119387212"
"Pierebeekstraat 20, 2610 Wilrijk",PIEREBEEKSTRAAT,20,,,W,Wilrijk,2610,1,1,75392,38058,volledig pand,woning,woning:1,opname,opname:1,2024/02/05 00:00:00+00,2024/02/05 00:00:00+00,2024/02/05 00:00:00+00,104.829707924232,216.476539987769,,"75392,38058,PIEREBEEKSTRAAT,20,,,W,Wilrijk,2610,volledig pand,woning,2024/02/05 00:00:00+00,opname,104.829707924232,216.476539987769"
"Pierebeekstraat 24, 2610 Wilrijk",PIEREBEEKSTRAAT,24,,,W,Wilrijk,2610,1,1,75547,25784,nvt,woning,woning:1,opname,opname:1,2016/04/29 00:00:00+00,2016/04/29 00:00:00+00,2016/04/29 00:00:00+00,107.857837282284,188.099292960284,,"75547,25784,PIEREBEEKSTRAAT,24,,,W,Wilrijk,2610,nvt,woning,2016/04/29 00:00:00+00,opname,107.857837282284,188.099292960284"
"Pierebeekstraat 28, 2610 Wilrijk",PIEREBEEKSTRAAT,28,,,W,Wilrijk,2610,1,1,75362,21094,nvt,woning,woning:1,opname,opname:1,2013/12/19 00:00:00+00,2013/12/19 00:00:00+00,2013/12/19 00:00:00+00,110.910700833267,308.749602388402,,"75362,21094,PIEREBEEKSTRAAT,28,,,W,Wilrijk,2610,nvt,woning,2013/12/19 00:00:00+00,opname,110.910700833267,308.749602388402"
"Pierebeekstraat 30, 2610 Wilrijk",PIEREBEEKSTRAAT,30,,,W,Wilrijk,2610,1,1,75189,27803,nvt,woning,woning:1,opname,opname:1,2018/03/20 00:00:00+00,2018/03/20 00:00:00+00,2018/03/20 00:00:00+00,105.020278560197,229.702596123501,,"75189,27803,PIEREBEEKSTRAAT,30,,,W,Wilrijk,2610,nvt,woning,2018/03/20 00:00:00+00,opname,105.020278560197,229.702596123501"
"Pierebeekstraat 32, 2610 Wilrijk",PIEREBEEKSTRAAT,32,,,W,Wilrijk,2610,1,1,75190,27804,nvt,woning,woning:1,opname,opname:1,2017/12/12 00:00:00+00,2017/12/12 00:00:00+00,2017/12/12 00:00:00+00,105.693851882973,238.639463050487,,"75190,27804,PIEREBEEKSTRAAT,32,,,W,Wilrijk,2610,nvt,woning,2017/12/12 00:00:00+00,opname,105.693851882973,238.639463050487"
"Pierebeekstraat 34, 2610 Wilrijk",PIEREBEEKSTRAAT,34,,,W,Wilrijk,2610,1,1,74938,34938,volledig pand,woning,woning:1,opname,opname:1,2022/03/22 00:00:00+00,2022/03/22 00:00:00+00,2022/03/22 00:00:00+00,106.258116924364,224.178381885781,,"74938,34938,PIEREBEEKSTRAAT,34,,,W,Wilrijk,2610,volledig pand,woning,2022/03/22 00:00:00+00,opname,106.258116924364,224.178381885781"
"Scheidingstraat 1-3, 2610 Wilrijk",SCHEIDINGSTRAAT,1,3,,W,Wilrijk,2610,1,1,75373,23857,Handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2015/11/03 00:00:00+00,2015/11/03 00:00:00+00,2015/11/03 00:00:00+00,42.6571012021932,110.984374594302,,"75373,23857,SCHEIDINGSTRAAT,1,3,,W,Wilrijk,2610,Handelsgelijkvloers,gebouw,2015/11/03 00:00:00+00,opname,42.6571012021932,110.984374594302"
"Scheidingstraat 16, 2610 Wilrijk",SCHEIDINGSTRAAT,16,,,W,Wilrijk,2610,1,1,75734,33843,volledig pand,woning,woning:1,opname,opname:1,2021/07/16 00:00:00+00,2021/07/16 00:00:00+00,2021/07/16 00:00:00+00,46.6015924354726,93.9382233588279,,"75734,33843,SCHEIDINGSTRAAT,16,,,W,Wilrijk,2610,volledig pand,woning,2021/07/16 00:00:00+00,opname,46.6015924354726,93.9382233588279"
"Sint-Augustinuslaan 1, 2610 Wilrijk",SINT-AUGUSTINUSLAAN,1,,,W,Wilrijk,2610,1,1,75398,36831,Huis,woning,woning:1,opname,opname:1,2024/07/30 00:00:00+00,2024/07/30 00:00:00+00,2024/07/30 00:00:00+00,59.5321870209934,199.327980474897,,"75398,36831,SINT-AUGUSTINUSLAAN,1,,,W,Wilrijk,2610,Huis,woning,2024/07/30 00:00:00+00,opname,59.5321870209934,199.327980474897"
"Sint-Augustinuslaan 13-1, 2610 Wilrijk",SINT-AUGUSTINUSLAAN,13,1,,W,Wilrijk,2610,1,1,75732,40750,gelijkvloers,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2024/12/16 00:00:00+00,2024/12/16 00:00:00+00,2024/12/16 00:00:00+00,87.8332750144851,339.324690915779,,"75732,40750,SINT-AUGUSTINUSLAAN,13,1,,W,Wilrijk,2610,gelijkvloers,woning,2024/12/16 00:00:00+00,aanvraagschrapping,87.8332750144851,339.324690915779"
"Sint-Sebastiaanstraat 74, 2610 Wilrijk",SINT-SEBASTIAANSTRAAT,74,,,W,Wilrijk,2610,1,1,74969,39435,Huis,woning,woning:1,opname,opname:1,2025/03/27 00:00:00+00,2025/03/27 00:00:00+00,2025/03/27 00:00:00+00,49.1512357131161,91.2521467214461,,"74969,39435,SINT-SEBASTIAANSTRAAT,74,,,W,Wilrijk,2610,Huis,woning,2025/03/27 00:00:00+00,opname,49.1512357131161,91.2521467214461"
"Sneeuwbeslaan 7, 2610 Wilrijk",SNEEUWBESLAAN,7,,,W,Wilrijk,2610,5,5,74864 | 74865 | 74866 | 74867 | 74868,36012 | 36013 | 36014 | 36015 | 36016,gelijkvloers | 1ste verdieping | 2de verdieping | 3de verdieping | 4de verdieping,woning,woning:5,opname,opname:5,2022/11/24 00:00:00+00,2022/11/24 00:00:00+00,2022/11/24 00:00:00+00,76.4589247047794,271.136099947434,OBJECTID | pnd_id | reg_entiteit,"74864,36012,SNEEUWBESLAAN,7,,,W,Wilrijk,2610,gelijkvloers,woning,2022/11/24 00:00:00+00,opname,76.4589247047794,271.136099947434 | 74865,36013,SNEEUWBESLAAN,7,,,W,Wilrijk,2610,1ste verdieping,woning,2022/11/24 00:00:00+00,opname,76.4589247047794,271.136099947434 | 74866,36014,SNEEUWBESLAAN,7,,,W,Wilrijk,2610,2de verdieping,woning,2022/11/24 00:00:00+00,opname,76.4589247047794,271.136099947434 | 74867,36015,SNEEUWBESLAAN,7,,,W,Wilrijk,2610,3de verdieping,woning,2022/11/24 00:00:00+00,opname,76.4589247047794,271.136099947434 | 74868,36016,SNEEUWBESLAAN,7,,,W,Wilrijk,2610,4de verdieping,woning,2022/11/24 00:00:00+00,opname,76.4589247047794,271.136099947434"
"Sorbenlaan 41, 2610 Wilrijk",SORBENLAAN,41,,,W,Wilrijk,2610,1,1,75824,33077,gelijkvloers + 1ste verdieping,gebouw,gebouw:1,opname,opname:1,2021/02/15 00:00:00+00,2021/02/15 00:00:00+00,2021/02/15 00:00:00+00,115.709190814793,517.04386902916,,"75824,33077,SORBENLAAN,41,,,W,Wilrijk,2610,gelijkvloers + 1ste verdieping,gebouw,2021/02/15 00:00:00+00,opname,115.709190814793,517.04386902916"
