adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig
"August Scheyvaertslaan 52-1, 2180 Ekeren",AUGUST SCHEYVAERTSLAAN,52,1,,E,Ekeren,2180,1,1,75524,42288,duplex 1,woning,woning:1,opname,opname:1,2025/03/27 00:00:00+00,2025/03/27 00:00:00+00,2025/03/27 00:00:00+00,206.74667583431,732.27902330198,,"75524,42288,AUGUST SCHEYVAERTSLAAN,52,1,,E,Ekeren,2180,duplex 1,woning,2025/03/27 00:00:00+00,opname,206.74667583431,732.27902330198"
"August Scheyvaertslaan 52-101, 2180 Ekeren",AUGUST SCHEYVAERTSLAAN,52,101,,E,Ekeren,2180,1,1,75525,42293,duplex 2,woning,woning:1,opname,opname:1,2025/03/27 00:00:00+00,2025/03/27 00:00:00+00,2025/03/27 00:00:00+00,206.74667583431,732.27902330198,,"75525,42293,AUGUST SCHEYVAERTSLAAN,52,101,,E,Ekeren,2180,duplex 2,woning,2025/03/27 00:00:00+00,opname,206.74667583431,732.27902330198"
"August Scheyvaertslaan 54, 2180 Ekeren",AUGUST SCHEYVAERTSLAAN,54,,,E,Ekeren,2180,1,1,75338,30802,gezinswoning,woning,woning:1,opname,opname:1,2019/07/29 00:00:00+00,2019/07/29 00:00:00+00,2019/07/29 00:00:00+00,80.8170421369242,178.103490557173,,"75338,30802,AUGUST SCHEYVAERTSLAAN,54,,,E,Ekeren,2180,gezinswoning,woning,2019/07/29 00:00:00+00,opname,80.8170421369242,178.103490557173"
"Constant Jordaenslaan 4, 2180 Ekeren",CONSTANT JORDAENSLAAN,4,,,E,Ekeren,2180,1,1,75711,35295,volledig pand,woning,woning:1,opname,opname:1,2022/05/16 00:00:00+00,2022/05/16 00:00:00+00,2022/05/16 00:00:00+00,73.0979595106327,154.431404202394,,"75711,35295,CONSTANT JORDAENSLAAN,4,,,E,Ekeren,2180,volledig pand,woning,2022/05/16 00:00:00+00,opname,73.0979595106327,154.431404202394"
"Driehoekstraat 224, 2180 Ekeren",DRIEHOEKSTRAAT,224,,,E,Ekeren,2180,1,1,75516,36072,volledig pand,woning,woning:1,opname,opname:1,2023/05/05 00:00:00+00,2023/05/05 00:00:00+00,2023/05/05 00:00:00+00,171.458051042272,401.656852267065,,"75516,36072,DRIEHOEKSTRAAT,224,,,E,Ekeren,2180,volledig pand,woning,2023/05/05 00:00:00+00,opname,171.458051042272,401.656852267065"
"Ferdinand Verbieststraat 77, 2180 Ekeren",FERDINAND VERBIESTSTRAAT,77,,,E,Ekeren,2180,1,1,74881,38656,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2024/04/12 00:00:00+00,2024/04/12 00:00:00+00,2024/04/12 00:00:00+00,278.061230352761,4291.01805775352,,"74881,38656,FERDINAND VERBIESTSTRAAT,77,,,E,Ekeren,2180,gelijkvloers,gebouw,2024/04/12 00:00:00+00,opname,278.061230352761,4291.01805775352"
"Gebroeders Leemansstraat 36, 2180 Ekeren",GEBROEDERS LEEMANSSTRAAT,36,,,E,Ekeren,2180,1,1,75425,39008,volledig pand,woning,woning:1,opname,opname:1,2024/05/03 00:00:00+00,2024/05/03 00:00:00+00,2024/05/03 00:00:00+00,75.4048670667486,218.346795148648,,"75425,39008,GEBROEDERS LEEMANSSTRAAT,36,,,E,Ekeren,2180,volledig pand,woning,2024/05/03 00:00:00+00,opname,75.4048670667486,218.346795148648"
"Groot Hagelkruis 134, 2180 Ekeren",GROOT HAGELKRUIS,134,,,E,Ekeren,2180,1,1,75347,37351,volledig pand,woning,woning:1,opname,opname:1,2023/12/01 00:00:00+00,2023/12/01 00:00:00+00,2023/12/01 00:00:00+00,54.1349699861551,97.9336519025918,,"75347,37351,GROOT HAGELKRUIS,134,,,E,Ekeren,2180,volledig pand,woning,2023/12/01 00:00:00+00,opname,54.1349699861551,97.9336519025918"
"Kapelsesteenweg 41, 2180 Ekeren",KAPELSESTEENWEG,41,,,E,Ekeren,2180,1,1,75557,36602,volledig pand,woning,woning:1,opname,opname:1,2023/07/17 00:00:00+00,2023/07/17 00:00:00+00,2023/07/17 00:00:00+00,190.56842542645,875.659175361225,,"75557,36602,KAPELSESTEENWEG,41,,,E,Ekeren,2180,volledig pand,woning,2023/07/17 00:00:00+00,opname,190.56842542645,875.659175361225"
"Kristus-Koningplein 17, 2180 Ekeren",KRISTUS-KONINGPLEIN,17,,,E,Ekeren,2180,1,1,75495,29869,HA.GV.1/C.0.1,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2019/02/15 00:00:00+00,2019/02/15 00:00:00+00,2019/02/15 00:00:00+00,118.318897949824,831.067174828281,,"75495,29869,KRISTUS-KONINGPLEIN,17,,,E,Ekeren,2180,HA.GV.1/C.0.1,gebouw,2019/02/15 00:00:00+00,aanvraagschrapping,118.318897949824,831.067174828281"
"Markt 12, 2180 Ekeren",MARKT,12,,,E,Ekeren,2180,1,1,74982,34608,volledig pand,gebouw,gebouw:1,opname,opname:1,2024/05/06 00:00:00+00,2024/05/06 00:00:00+00,2024/05/06 00:00:00+00,63.7113283965522,102.919791667164,,"74982,34608,MARKT,12,,,E,Ekeren,2180,volledig pand,gebouw,2024/05/06 00:00:00+00,opname,63.7113283965522,102.919791667164"
"Onze-Lieve-Vrouwstraat 58, 2180 Ekeren",ONZE-LIEVE-VROUWSTRAAT,58,,,E,Ekeren,2180,1,1,75325,32032,gezinswoning,woning,woning:1,opname,opname:1,2020/07/13 00:00:00+00,2020/07/13 00:00:00+00,2020/07/13 00:00:00+00,116.167009250915,394.168001787098,,"75325,32032,ONZE-LIEVE-VROUWSTRAAT,58,,,E,Ekeren,2180,gezinswoning,woning,2020/07/13 00:00:00+00,opname,116.167009250915,394.168001787098"
"Pastoor Goetschalckxstraat 33, 2180 Ekeren",PASTOOR GOETSCHALCKXSTRAAT,33,,,E,Ekeren,2180,1,1,75403,39185,volledig pand,woning,woning:1,opname,opname:1,2024/06/03 00:00:00+00,2024/06/03 00:00:00+00,2024/06/03 00:00:00+00,150.08557654369,634.477525064898,,"75403,39185,PASTOOR GOETSCHALCKXSTRAAT,33,,,E,Ekeren,2180,volledig pand,woning,2024/06/03 00:00:00+00,opname,150.08557654369,634.477525064898"
"Steenstraat 99, 2180 Ekeren",STEENSTRAAT,99,,,E,Ekeren,2180,1,1,75510,46369,volledig pand,woning,woning:1,opname,opname:1,2025/06/17 00:00:00+00,2025/06/17 00:00:00+00,2025/06/17 00:00:00+00,120.946291710274,273.338150908241,,"75510,46369,STEENSTRAAT,99,,,E,Ekeren,2180,volledig pand,woning,2025/06/17 00:00:00+00,opname,120.946291710274,273.338150908241"
"Veltwijcklaan 2, 2180 Ekeren",VELTWIJCKLAAN,2,,,E,Ekeren,2180,1,1,75332,39113,volledig pand,gebouw,gebouw:1,opname,opname:1,2024/05/14 00:00:00+00,2024/05/14 00:00:00+00,2024/05/14 00:00:00+00,65.5627982208084,148.289546156969,,"75332,39113,VELTWIJCKLAAN,2,,,E,Ekeren,2180,volledig pand,gebouw,2024/05/14 00:00:00+00,opname,65.5627982208084,148.289546156969"
"Weerstandersstraat 81, 2180 Ekeren",WEERSTANDERSSTRAAT,81,,,E,Ekeren,2180,1,1,75773,39396,volledig pand,woning,woning:1,opname,opname:1,2024/06/10 00:00:00+00,2024/06/10 00:00:00+00,2024/06/10 00:00:00+00,132.304796634459,454.440262622161,,"75773,39396,WEERSTANDERSSTRAAT,81,,,E,Ekeren,2180,volledig pand,woning,2024/06/10 00:00:00+00,opname,132.304796634459,454.440262622161"
"Willy Staeslei 61, 2180 Ekeren",WILLY STAESLEI,61,,,E,Ekeren,2180,1,1,75272,38022,volledig pand,woning,woning:1,opname,opname:1,2024/02/05 00:00:00+00,2024/02/05 00:00:00+00,2024/02/05 00:00:00+00,65.4197090836293,180.635909901085,,"75272,38022,WILLY STAESLEI,61,,,E,Ekeren,2180,volledig pand,woning,2024/02/05 00:00:00+00,opname,65.4197090836293,180.635909901085"
"Apollostraat 169, 2600 Berchem",APOLLOSTRAAT,169,,,R,Berchem,2600,1,1,75121,33393,volledig pand,woning,woning:1,opname,opname:1,2021/05/06 00:00:00+00,2021/05/06 00:00:00+00,2021/05/06 00:00:00+00,47.9462767411204,95.5355011557487,,"75121,33393,APOLLOSTRAAT,169,,,R,Berchem,2600,volledig pand,woning,2021/05/06 00:00:00+00,opname,47.9462767411204,95.5355011557487"
"Arthur Sterckstraat 9, 2600 Berchem",ARTHUR STERCKSTRAAT,9,,,R,Berchem,2600,2,2,75573 | 75574,29906 | 29907,woning 1 | woning 2,woning,woning:2,aanvraagschrapping,aanvraagschrapping:2,2019/02/27 00:00:00+00,2019/02/27 00:00:00+00,2019/02/27 00:00:00+00,119.715212517877,442.969666085745,OBJECTID | pnd_id | reg_entiteit,"75573,29906,ARTHUR STERCKSTRAAT,9,,,R,Berchem,2600,woning 1,woning,2019/02/27 00:00:00+00,aanvraagschrapping,119.715212517877,442.969666085745 | 75574,29907,ARTHUR STERCKSTRAAT,9,,,R,Berchem,2600,woning 2,woning,2019/02/27 00:00:00+00,aanvraagschrapping,119.715212517877,442.969666085745"
"Auwersstraat 4, 2600 Berchem",AUWERSSTRAAT,4,,,R,Berchem,2600,1,1,75006,39042,volledig pand,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2024/05/06 00:00:00+00,2024/05/06 00:00:00+00,2024/05/06 00:00:00+00,58.7622060589349,94.488956398051,,"75006,39042,AUWERSSTRAAT,4,,,R,Berchem,2600,volledig pand,woning,2024/05/06 00:00:00+00,aanvraagschrapping,58.7622060589349,94.488956398051"
"Bacchuslaan 21, 2600 Berchem",BACCHUSLAAN,21,,,R,Berchem,2600,2,2,75833 | 75834,48555 | 49878,1e verdieping | 2e verdieping,woning,woning:2,opname,opname:2,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,94.3076951274572,248.034041975486,OBJECTID | pnd_id | reg_entiteit,"75833,48555,BACCHUSLAAN,21,,,R,Berchem,2600,1e verdieping,woning,2025/10/30 00:00:00+00,opname,94.3076951274572,248.034041975486 | 75834,49878,BACCHUSLAAN,21,,,R,Berchem,2600,2e verdieping,woning,2025/10/30 00:00:00+00,opname,94.3076951274572,248.034041975486"
"Baron De Catersstraat 7, 2600 Berchem",BARON DE CATERSSTRAAT,7,,,R,Berchem,2600,1,1,75376,36307,volledig pand,woning,woning:1,opname,opname:1,2023/05/15 00:00:00+00,2023/05/15 00:00:00+00,2023/05/15 00:00:00+00,42.893975768162,82.3895623352726,,"75376,36307,BARON DE CATERSSTRAAT,7,,,R,Berchem,2600,volledig pand,woning,2023/05/15 00:00:00+00,opname,42.893975768162,82.3895623352726"
"Belpairestraat 77, 2600 Berchem",BELPAIRESTRAAT,77,,,R,Berchem,2600,1,1,75316,39560,volledig pand,woning,woning:1,opname,opname:1,2024/06/17 00:00:00+00,2024/06/17 00:00:00+00,2024/06/17 00:00:00+00,36.4809515621413,71.4747025908647,,"75316,39560,BELPAIRESTRAAT,77,,,R,Berchem,2600,volledig pand,woning,2024/06/17 00:00:00+00,opname,36.4809515621413,71.4747025908647"
"Bikschotelaan 9, 2600 Berchem",BIKSCHOTELAAN,9,,,R,Berchem,2600,1,1,74911,46891,volledig pand,woning,woning:1,opname,opname:1,2025/08/05 00:00:00+00,2025/08/05 00:00:00+00,2025/08/05 00:00:00+00,61.7383889166478,153.637636096587,,"74911,46891,BIKSCHOTELAAN,9,,,R,Berchem,2600,volledig pand,woning,2025/08/05 00:00:00+00,opname,61.7383889166478,153.637636096587"
"Cogels-Osylei 72, 2600 Berchem",COGELS-OSYLEI,72,,,R,Berchem,2600,1,1,75479,46247,volledig pand,woning,woning:1,opname,opname:1,2025/06/13 00:00:00+00,2025/06/13 00:00:00+00,2025/06/13 00:00:00+00,89.5944562710983,228.388378833974,,"75479,46247,COGELS-OSYLEI,72,,,R,Berchem,2600,volledig pand,woning,2025/06/13 00:00:00+00,opname,89.5944562710983,228.388378833974"
"Cogels-Osylei 9, 2600 Berchem",COGELS-OSYLEI,9,,,R,Berchem,2600,1,1,75713,28423,nvt,woning,woning:1,opname,opname:1,2018/03/14 00:00:00+00,2018/03/14 00:00:00+00,2018/03/14 00:00:00+00,78.7647961256108,175.590748080867,,"75713,28423,COGELS-OSYLEI,9,,,R,Berchem,2600,nvt,woning,2018/03/14 00:00:00+00,opname,78.7647961256108,175.590748080867"
"De Roest D'Alkemadelaan 13 bus 10, 2600 Berchem",DE ROEST D'ALKEMADELAAN,13,,10,R,Berchem,2600,1,1,75036,34272,A2/C,woning,woning:1,opname,opname:1,2023/12/06 00:00:00+00,2023/12/06 00:00:00+00,2023/12/06 00:00:00+00,358.573172036484,7712.28821047534,,"75036,34272,DE ROEST D'ALKEMADELAAN,13,,10,R,Berchem,2600,A2/C,woning,2023/12/06 00:00:00+00,opname,358.573172036484,7712.28821047534"
"De Roest D'Alkemadelaan 13 bus 29, 2600 Berchem",DE ROEST D'ALKEMADELAAN,13,,29,R,Berchem,2600,1,1,75037,34273,7e verdieping/C,woning,woning:1,opname,opname:1,2022/01/13 00:00:00+00,2022/01/13 00:00:00+00,2022/01/13 00:00:00+00,358.573172036484,7712.28821047534,,"75037,34273,DE ROEST D'ALKEMADELAAN,13,,29,R,Berchem,2600,7e verdieping/C,woning,2022/01/13 00:00:00+00,opname,358.573172036484,7712.28821047534"
"Dianalaan 143, 2600 Berchem",DIANALAAN,143,,,R,Berchem,2600,1,1,75434,46887,volledig pand,woning,woning:1,opname,opname:1,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,77.9469919832434,199.011915761744,,"75434,46887,DIANALAAN,143,,,R,Berchem,2600,volledig pand,woning,2025/07/22 00:00:00+00,opname,77.9469919832434,199.011915761744"
"Driekoningenstraat 47, 2600 Berchem",DRIEKONINGENSTRAAT,47,,,R,Berchem,2600,1,1,74975,51418,volledig pand,gebouw,gebouw:1,kennisgeving,kennisgeving:1,2026/01/19 00:00:00+00,2026/01/19 00:00:00+00,2026/01/19 00:00:00+00,63.5630341520493,141.466207318674,,"74975,51418,DRIEKONINGENSTRAAT,47,,,R,Berchem,2600,volledig pand,gebouw,2026/01/19 00:00:00+00,kennisgeving,63.5630341520493,141.466207318674"
"Driekoningenstraat 86-88, 2600 Berchem",DRIEKONINGENSTRAAT,86,88,,R,Berchem,2600,1,1,74928,27083,nvt,gebouw,gebouw:1,opname,opname:1,2017/03/14 00:00:00+00,2017/03/14 00:00:00+00,2017/03/14 00:00:00+00,274.341700027044,2711.80032823735,,"74928,27083,DRIEKONINGENSTRAAT,86,88,,R,Berchem,2600,nvt,gebouw,2017/03/14 00:00:00+00,opname,274.341700027044,2711.80032823735"
"Driekoningenstraat 88, 2600 Berchem",DRIEKONINGENSTRAAT,88,,,R,Berchem,2600,1,1,75421,7632,nvt,gebouw,gebouw:1,opname,opname:1,2019/05/16 00:00:00+00,2019/05/16 00:00:00+00,2019/05/16 00:00:00+00,27.2087232935853,42.8098068504941,,"75421,7632,DRIEKONINGENSTRAAT,88,,,R,Berchem,2600,nvt,gebouw,2019/05/16 00:00:00+00,opname,27.2087232935853,42.8098068504941"
"Fruithoflaan 118 bus 704, 2600 Berchem",FRUITHOFLAAN,118,,704,R,Berchem,2600,1,1,74998,46550,7e verdieping S7/C2/D1,woning,woning:1,opname,opname:1,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,432.27622849542,10274.2179546717,,"74998,46550,FRUITHOFLAAN,118,,704,R,Berchem,2600,7e verdieping S7/C2/D1,woning,2025/10/30 00:00:00+00,opname,432.27622849542,10274.2179546717"
"Fruithoflaan 87 bus 7, 2600 Berchem",FRUITHOFLAAN,87,,7,R,Berchem,2600,1,1,75431,34350,BL.I.A7/A7R,woning,woning:1,opname,opname:1,2022/02/24 00:00:00+00,2022/02/24 00:00:00+00,2022/02/24 00:00:00+00,114.39677786787,795.349677487272,,"75431,34350,FRUITHOFLAAN,87,,7,R,Berchem,2600,BL.I.A7/A7R,woning,2022/02/24 00:00:00+00,opname,114.39677786787,795.349677487272"
"Generaal Lemanstraat 18, 2600 Berchem",GENERAAL LEMANSTRAAT,18,,,R,Berchem,2600,1,1,75354,35636,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,90.973697071284,243.458391528039,,"75354,35636,GENERAAL LEMANSTRAAT,18,,,R,Berchem,2600,gelijkvloers,gebouw,2022/08/03 00:00:00+00,opname,90.973697071284,243.458391528039"
"Generaal Lemanstraat 58, 2600 Berchem",GENERAAL LEMANSTRAAT,58,,,R,Berchem,2600,1,1,75363,29940,volledig pand,gebouw,gebouw:1,opname,opname:1,2023/07/26 00:00:00+00,2023/07/26 00:00:00+00,2023/07/26 00:00:00+00,52.0977637195062,130.526462711005,,"75363,29940,GENERAAL LEMANSTRAAT,58,,,R,Berchem,2600,volledig pand,gebouw,2023/07/26 00:00:00+00,opname,52.0977637195062,130.526462711005"
"Gitschotellei 117, 2600 Berchem",GITSCHOTELLEI,117,,,R,Berchem,2600,1,1,75537,30737,handelsgelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2019/07/23 00:00:00+00,2019/07/23 00:00:00+00,2019/07/23 00:00:00+00,60.6924661313189,147.148866777631,,"75537,30737,GITSCHOTELLEI,117,,,R,Berchem,2600,handelsgelijkvloers,gebouw,2019/07/23 00:00:00+00,aanvraagschrapping,60.6924661313189,147.148866777631"
"Gitschotellei 140, 2600 Berchem",GITSCHOTELLEI,140,,,R,Berchem,2600,1,1,75714,33210,eengezinswoning,woning,woning:1,opname,opname:1,2021/03/22 00:00:00+00,2021/03/22 00:00:00+00,2021/03/22 00:00:00+00,96.165489264646,297.092205285628,,"75714,33210,GITSCHOTELLEI,140,,,R,Berchem,2600,eengezinswoning,woning,2021/03/22 00:00:00+00,opname,96.165489264646,297.092205285628"
"Gitschotellei 152, 2600 Berchem",GITSCHOTELLEI,152,,,R,Berchem,2600,1,1,75674,28141,handelsgelijkvloers P0004,gebouw,gebouw:1,opname,opname:1,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,62.8729057592265,145.135703177724,,"75674,28141,GITSCHOTELLEI,152,,,R,Berchem,2600,handelsgelijkvloers P0004,gebouw,2017/12/19 00:00:00+00,opname,62.8729057592265,145.135703177724"
"Grotesteenweg 457, 2600 Berchem",GROTESTEENWEG,457,,,R,Berchem,2600,1,1,75033,27500,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2024/04/26 00:00:00+00,2024/04/26 00:00:00+00,2024/04/26 00:00:00+00,85.9400016394488,367.275266907617,,"75033,27500,GROTESTEENWEG,457,,,R,Berchem,2600,gelijkvloers,gebouw,2024/04/26 00:00:00+00,opname,85.9400016394488,367.275266907617"
"Grotesteenweg 565, 2600 Berchem",GROTESTEENWEG,565,,,R,Berchem,2600,3,3,75468 | 75469 | 75470,28233 | 28234 | 28235,handelsgelijkvloers | 1ste verdiep | 2de verdiep,gebouw | woning,woning:2 | gebouw:1,opname,opname:3,2018/02/06 00:00:00+00,2018/02/06 00:00:00+00,2018/02/06 00:00:00+00,63.299628822967,219.476271058716,OBJECTID | pnd_id | reg_entiteit | reg_aard,"75468,28233,GROTESTEENWEG,565,,,R,Berchem,2600,handelsgelijkvloers,gebouw,2018/02/06 00:00:00+00,opname,63.299628822967,219.476271058716 | 75469,28234,GROTESTEENWEG,565,,,R,Berchem,2600,1ste verdiep,woning,2018/02/06 00:00:00+00,opname,63.299628822967,219.476271058716 | 75470,28235,GROTESTEENWEG,565,,,R,Berchem,2600,2de verdiep,woning,2018/02/06 00:00:00+00,opname,63.299628822967,219.476271058716"
"Haachtstraat 23, 2600 Berchem",HAACHTSTRAAT,23,,,R,Berchem,2600,1,1,75267,46379,volledig pand,woning,woning:1,opname,opname:1,2025/06/17 00:00:00+00,2025/06/17 00:00:00+00,2025/06/17 00:00:00+00,88.2360209847415,316.612850954802,,"75267,46379,HAACHTSTRAAT,23,,,R,Berchem,2600,volledig pand,woning,2025/06/17 00:00:00+00,opname,88.2360209847415,316.612850954802"
"Hof Ter Schriecklaan 21, 2600 Berchem",HOF TER SCHRIECKLAAN,21,,,R,Berchem,2600,1,1,75546,33041,volledig pand,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2021/02/11 00:00:00+00,2021/02/11 00:00:00+00,2021/02/11 00:00:00+00,51.0817573770331,159.805129342615,,"75546,33041,HOF TER SCHRIECKLAAN,21,,,R,Berchem,2600,volledig pand,woning,2021/02/11 00:00:00+00,aanvraagschrapping,51.0817573770331,159.805129342615"
"Jan Moorkensstraat 6, 2600 Berchem",JAN MOORKENSSTRAAT,6,,,R,Berchem,2600,1,1,74859,36600,volledig pand,woning,woning:1,opname,opname:1,2023/07/13 00:00:00+00,2023/07/13 00:00:00+00,2023/07/13 00:00:00+00,94.6200486315811,239.024136780046,,"74859,36600,JAN MOORKENSSTRAAT,6,,,R,Berchem,2600,volledig pand,woning,2023/07/13 00:00:00+00,opname,94.6200486315811,239.024136780046"
"Leopold De Vriesstraat 54, 2600 Berchem",LEOPOLD DE VRIESSTRAAT,54,,,R,Berchem,2600,1,1,75631,38046,volledig pand,woning,woning:1,opname,opname:1,2024/02/19 00:00:00+00,2024/02/19 00:00:00+00,2024/02/19 00:00:00+00,102.611954192785,261.939999962514,,"75631,38046,LEOPOLD DE VRIESSTRAAT,54,,,R,Berchem,2600,volledig pand,woning,2024/02/19 00:00:00+00,opname,102.611954192785,261.939999962514"
"Lodewijk Gerritslaan 10, 2600 Berchem",LODEWIJK GERRITSLAAN,10,,,R,Berchem,2600,1,1,74917,40451,volledig pand,woning,woning:1,opname,opname:1,2024/10/21 00:00:00+00,2024/10/21 00:00:00+00,2024/10/21 00:00:00+00,102.72822388087,318.36523539564,,"74917,40451,LODEWIJK GERRITSLAAN,10,,,R,Berchem,2600,volledig pand,woning,2024/10/21 00:00:00+00,opname,102.72822388087,318.36523539564"
"Lodewijk Van Berckenlaan 66, 2600 Berchem",LODEWIJK VAN BERCKENLAAN,66,,,R,Berchem,2600,3,3,75703 | 75704 | 75705,35672 | 35673 | 35674,gelijkvloers | 1ste verdieping | 2de verdieping,woning,woning:3,aanvraagschrapping,aanvraagschrapping:3,2022/08/12 00:00:00+00,2022/08/12 00:00:00+00,2022/08/12 00:00:00+00,82.6450964207739,217.414446922528,OBJECTID | pnd_id | reg_entiteit,"75703,35672,LODEWIJK VAN BERCKENLAAN,66,,,R,Berchem,2600,gelijkvloers,woning,2022/08/12 00:00:00+00,aanvraagschrapping,82.6450964207739,217.414446922528 | 75704,35673,LODEWIJK VAN BERCKENLAAN,66,,,R,Berchem,2600,1ste verdieping,woning,2022/08/12 00:00:00+00,aanvraagschrapping,82.6450964207739,217.414446922528 | 75705,35674,LODEWIJK VAN BERCKENLAAN,66,,,R,Berchem,2600,2de verdieping,woning,2022/08/12 00:00:00+00,aanvraagschrapping,82.6450964207739,217.414446922528"
"Lodewijk Van Berckenlaan 68, 2600 Berchem",LODEWIJK VAN BERCKENLAAN,68,,,R,Berchem,2600,1,1,75720,34029,volledig pand,woning,woning:1,opname,opname:1,2021/08/12 00:00:00+00,2021/08/12 00:00:00+00,2021/08/12 00:00:00+00,82.2875120413865,206.989105627778,,"75720,34029,LODEWIJK VAN BERCKENLAAN,68,,,R,Berchem,2600,volledig pand,woning,2021/08/12 00:00:00+00,opname,82.2875120413865,206.989105627778"
"Pastoor Van De Wouwerstraat 1, 2600 Berchem",PASTOOR VAN DE WOUWERSTRAAT,1,,,R,Berchem,2600,2,2,75475 | 75476,34184 | 34185,gelijkvloers | 1ste verdieping rechts,gebouw | woning,gebouw:1 | woning:1,opname,opname:2,2021/10/04 00:00:00+00,2021/10/04 00:00:00+00,2021/10/04 00:00:00+00,54.6366695712455,181.859128752159,OBJECTID | pnd_id | reg_entiteit | reg_aard,"75475,34184,PASTOOR VAN DE WOUWERSTRAAT,1,,,R,Berchem,2600,gelijkvloers,gebouw,2021/10/04 00:00:00+00,opname,54.6366695712455,181.859128752159 | 75476,34185,PASTOOR VAN DE WOUWERSTRAAT,1,,,R,Berchem,2600,1ste verdieping rechts,woning,2021/10/04 00:00:00+00,opname,54.6366695712455,181.859128752159"
"Pieter Verbertstraat 23, 2600 Berchem",PIETER VERBERTSTRAAT,23,,,R,Berchem,2600,1,1,75432,40770,volledig pand,woning,woning:1,opname,opname:1,2025/01/06 00:00:00+00,2025/01/06 00:00:00+00,2025/01/06 00:00:00+00,79.7480004912209,211.657285136889,,"75432,40770,PIETER VERBERTSTRAAT,23,,,R,Berchem,2600,volledig pand,woning,2025/01/06 00:00:00+00,opname,79.7480004912209,211.657285136889"
"Prins Albertlei 31 bus 6, 2600 Berchem",PRINS ALBERTLEI,31,,6,R,Berchem,2600,1,1,75744,28357,1E VERDIEPING RECHTS,woning,woning:1,opname,opname:1,2025/03/11 00:00:00+00,2025/03/11 00:00:00+00,2025/03/11 00:00:00+00,84.1741393719384,426.057916064334,,"75744,28357,PRINS ALBERTLEI,31,,6,R,Berchem,2600,1E VERDIEPING RECHTS,woning,2025/03/11 00:00:00+00,opname,84.1741393719384,426.057916064334"
"Rodekruislaan 4 bus 42, 2600 Berchem",RODEKRUISLAAN,4,,42,R,Berchem,2600,1,1,74921,33052,2de verdieping D/E,woning,woning:1,opname,opname:1,2021/02/12 00:00:00+00,2021/02/12 00:00:00+00,2021/02/12 00:00:00+00,329.273768580335,5744.31364197992,,"74921,33052,RODEKRUISLAAN,4,,42,R,Berchem,2600,2de verdieping D/E,woning,2021/02/12 00:00:00+00,opname,329.273768580335,5744.31364197992"
"Spoorwegstraat 84, 2600 Berchem",SPOORWEGSTRAAT,84,,,R,Berchem,2600,1,1,75503,38984,volledig pand,woning,woning:1,opname,opname:1,2024/04/26 00:00:00+00,2024/04/26 00:00:00+00,2024/04/26 00:00:00+00,84.5492154743445,303.168283740645,,"75503,38984,SPOORWEGSTRAAT,84,,,R,Berchem,2600,volledig pand,woning,2024/04/26 00:00:00+00,opname,84.5492154743445,303.168283740645"
"Statiestraat 101, 2600 Berchem",STATIESTRAAT,101,,,R,Berchem,2600,1,1,75305,32416,1ste+2de verdieping,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,39.6095385901293,73.7960462482347,,"75305,32416,STATIESTRAAT,101,,,R,Berchem,2600,1ste+2de verdieping,woning,2020/08/13 00:00:00+00,aanvraagschrapping,39.6095385901293,73.7960462482347"
"Statiestraat 112, 2600 Berchem",STATIESTRAAT,112,,,R,Berchem,2600,1,1,75616,51632,gelijkvloers,gebouw,gebouw:1,kennisgeving,kennisgeving:1,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,34.6631975877763,59.1260119530777,,"75616,51632,STATIESTRAAT,112,,,R,Berchem,2600,gelijkvloers,gebouw,2026/02/02 00:00:00+00,kennisgeving,34.6631975877763,59.1260119530777"
